																															Class	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine	Alanine
2396	1.252	232.92354	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.26	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	232.92354:61666 233.92689:3750 234.93025:2978		479	421	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2397	5.456	233.00662	Unknown	[M-H]-	ion correlated with 327; ion correlated with 481; ion correlated with 494; ion correlated with 390; ion correlated with 490; ion correlated with 325; ion correlated with 493; ion correlated with 1822; ion correlated with 1324; ion correlated with 2762; ion correlated with 392	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.00662:42414 234.00997:0 235.01333:0		1426	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2398	5.634	233.00662	Unknown	[M-H]-	ion correlated with 2521; ion correlated with 409; ion correlated with 310; ion correlated with 491	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.77	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.00662:34553 234.00997:0 235.01333:0		1864	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2399	5.549	233.00703	Unknown	[M-H]-	ion correlated with 1822; ion correlated with 1324; ion correlated with 2762; ion correlated with 392; ion correlated with 394; ion correlated with 395; ion correlated with 2302; ion correlated with 480; ion correlated with 409	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.51	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.00703:48643 234.01038:0 235.01374:0		1666	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2400	5.259	233.10103	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.92	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.10103:18502 234.10438:0 235.10774:0		919	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2401	6.917	233.20532	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.28	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.20532:2567 234.20867:0 235.21203:0		3128	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2402	1.977	233.20532	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.20532:2350 234.20867:0 235.21203:0		548	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2403	8.889	233.20535	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.75	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.20535:3386 234.2087:0 235.21206:0		3330	-2	-2	-2	-2	-2	2197	-2	-2	-2	-2	-2	-2
2404	7.508	233.2066	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.57	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.2066:2796 234.20995:0 235.21331:0		3301	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2405	5.54	233.25223	Unknown	[M-H]-	ion correlated with 2898; ion correlated with 1001; ion correlated with 1481; ion correlated with 1676; ion correlated with 2635; ion correlated with 3775; ion correlated with 3781; ion correlated with 325; ion correlated with 319; ion correlated with 1639; ion correlated with 284; ion correlated with 298; ion correlated with 1286; ion correlated with 2037; ion correlated with 2394; ion correlated with 2896; ion correlated with 3292; ion correlated with 3696; ion correlated with 3714; ion correlated with 4347; ion correlated with 4478; ion correlated with 4619; ion correlated with 4673; ion correlated with 125; ion correlated with 1168; ion correlated with 1708; ion correlated with 2443; ion correlated with 2681; ion correlated with 2831; ion correlated with 3484; ion correlated with 3877; ion correlated with 4267; ion correlated with 4315; ion correlated with 4530; ion correlated with 4623; ion correlated with 1565; ion correlated with 11; ion correlated with 1003; ion correlated with 2918; ion correlated with 392; ion correlated with 2448; ion correlated with 2628; ion correlated with 2668; ion correlated with 2889; ion correlated with 2906; ion correlated with 3142; ion correlated with 3261; ion correlated with 3664; ion correlated with 3935; ion correlated with 4462; ion correlated with 4601; ion correlated with 4686; ion correlated with 2087; ion correlated with 304; ion correlated with 840; ion correlated with 1399; ion correlated with 1741; ion correlated with 3760; ion correlated with 4402; ion correlated with 4641; ion correlated with 305; ion correlated with 191; ion correlated with 2756; ion correlated with 4240; ion correlated with 4699; ion correlated with 39; ion correlated with 116; ion correlated with 837; ion correlated with 1450; ion correlated with 1518; ion correlated with 1783; ion correlated with 2224; ion correlated with 4279; ion correlated with 4293; ion correlated with 4500; ion correlated with 4013; ion correlated with 317; ion correlated with 952; ion correlated with 1224; ion correlated with 1305; ion correlated with 1474; ion correlated with 1843; ion correlated with 2093; ion correlated with 2903; ion correlated with 2957; ion correlated with 3249; ion correlated with 3546; ion correlated with 3870; ion correlated with 4272; ion correlated with 4496; ion correlated with 127; ion correlated with 852; ion correlated with 904; ion correlated with 1183; ion correlated with 1276; ion correlated with 1279; ion correlated with 1538; ion correlated with 1980; ion correlated with 2550; ion correlated with 2910; ion correlated with 3681; ion correlated with 4131; ion correlated with 214; ion correlated with 1365; ion correlated with 1470; ion correlated with 2511; ion correlated with 2962; ion correlated with 3273; ion correlated with 3555; ion correlated with 3891; ion correlated with 1640; ion correlated with 2337; ion correlated with 1259; ion correlated with 1391; ion correlated with 2145; ion correlated with 2353; ion correlated with 2435; ion correlated with 3554; ion correlated with 4016; ion correlated with 4178; ion correlated with 4630; ion correlated with 18; ion correlated with 1444; ion correlated with 1519; ion correlated with 27; ion correlated with 1141; ion correlated with 1751; ion correlated with 1753; ion correlated with 2046; ion correlated with 134; ion correlated with 1388; ion correlated with 113; ion correlated with 1096; ion correlated with 1688; ion correlated with 2778; ion correlated with 2783; ion correlated with 3092; ion correlated with 3173; ion correlated with 3414; ion correlated with 3445; ion correlated with 3713; ion correlated with 3808; ion correlated with 3844; ion correlated with 3931; ion correlated with 4084; ion correlated with 5; ion correlated with 195; ion correlated with 287; ion correlated with 1498; ion correlated with 1564; ion correlated with 2230; ion correlated with 2535; ion correlated with 2945; ion correlated with 3491; ion correlated with 4228; ion correlated with 4396	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.93	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.25223:17160 234.25558:0 235.25894:0		1644	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2406	7.059	233.26109	Unknown	[M-H]-	ion correlated with 2117; ion correlated with 897; ion correlated with 1154; ion correlated with 1817; ion correlated with 3976; ion correlated with 1687; ion correlated with 957; ion correlated with 2408; ion correlated with 612; ion correlated with 2007; ion correlated with 1928; ion correlated with 3478; ion correlated with 1158	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.4	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.26109:1096 234.26444:0 235.2678:0		3185	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2407	5.671	233.31265	Unknown	[M-H]-	ion correlated with 95; ion correlated with 558; ion correlated with 1430; ion correlated with 1596; ion correlated with 1694; ion correlated with 1882; ion correlated with 2231; ion correlated with 2378; ion correlated with 2765; ion correlated with 2827; ion correlated with 3083; ion correlated with 3131; ion correlated with 3697; ion correlated with 1746; ion correlated with 2107; ion correlated with 2667; ion correlated with 203; ion correlated with 1059; ion correlated with 1766; ion correlated with 2555; ion correlated with 2571; ion correlated with 2846; ion correlated with 4254; ion correlated with 1108; ion correlated with 1807; ion correlated with 1983; ion correlated with 2056; ion correlated with 2089; ion correlated with 2139; ion correlated with 2510; ion correlated with 2515; ion correlated with 3157; ion correlated with 3599; ion correlated with 210; ion correlated with 219; ion correlated with 1339; ion correlated with 1621; ion correlated with 1678; ion correlated with 1791; ion correlated with 2263; ion correlated with 2334; ion correlated with 2649; ion correlated with 3612; ion correlated with 3966; ion correlated with 3996; ion correlated with 329; ion correlated with 960; ion correlated with 2223; ion correlated with 2442; ion correlated with 2529; ion correlated with 2566; ion correlated with 2787; ion correlated with 3097; ion correlated with 4639; ion correlated with 993; ion correlated with 4556; ion correlated with 213; ion correlated with 1397; ion correlated with 1482; ion correlated with 1988; ion correlated with 2134; ion correlated with 2377; ion correlated with 3112; ion correlated with 3190; ion correlated with 3933; ion correlated with 3961; ion correlated with 4419; ion correlated with 1262; ion correlated with 2389; ion correlated with 1449; ion correlated with 1814; ion correlated with 1932; ion correlated with 2082; ion correlated with 2242; ion correlated with 2330; ion correlated with 2560; ion correlated with 2904; ion correlated with 3505; ion correlated with 4646; ion correlated with 158; ion correlated with 1163; ion correlated with 1505; ion correlated with 1964; ion correlated with 1970; ion correlated with 2645; ion correlated with 2719; ion correlated with 3724; ion correlated with 4573; ion correlated with 164; ion correlated with 184; ion correlated with 216; ion correlated with 1114; ion correlated with 1757; ion correlated with 2409; ion correlated with 2584; ion correlated with 2786; ion correlated with 3206; ion correlated with 3470; ion correlated with 3956; ion correlated with 4435; ion correlated with 33; ion correlated with 1055; ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 3396; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 3574; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2418; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 1493; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 3671; ion correlated with 3737; ion correlated with 4107; ion correlated with 1504	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.99	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.31265:10449 234.316:0 235.31936:0		1940	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2408	7.07	233.461	Unknown	[M-H]-	ion correlated with 2117; ion correlated with 897; ion correlated with 1154; ion correlated with 1817; ion correlated with 3976; ion correlated with 1687; ion correlated with 2406; ion correlated with 957; ion correlated with 612; ion correlated with 2007; ion correlated with 1928; ion correlated with 3478; ion correlated with 1158	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.05	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.461:1427 234.46435:0 235.46771:0		3187	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2409	5.69	233.60747	Unknown	[M-H]-	ion correlated with 1807; ion correlated with 1983; ion correlated with 2056; ion correlated with 2089; ion correlated with 2139; ion correlated with 2510; ion correlated with 2515; ion correlated with 3157; ion correlated with 3599; ion correlated with 210; ion correlated with 219; ion correlated with 1339; ion correlated with 1621; ion correlated with 1678; ion correlated with 1791; ion correlated with 2263; ion correlated with 2334; ion correlated with 2649; ion correlated with 3612; ion correlated with 3966; ion correlated with 3996; ion correlated with 329; ion correlated with 960; ion correlated with 2223; ion correlated with 2442; ion correlated with 2529; ion correlated with 2566; ion correlated with 2787; ion correlated with 3097; ion correlated with 4639; ion correlated with 993; ion correlated with 4556; ion correlated with 213; ion correlated with 1397; ion correlated with 1482; ion correlated with 1988; ion correlated with 2134; ion correlated with 2377; ion correlated with 3112; ion correlated with 3190; ion correlated with 3933; ion correlated with 3961; ion correlated with 4419; ion correlated with 1262; ion correlated with 2389; ion correlated with 1449; ion correlated with 1814; ion correlated with 1932; ion correlated with 2082; ion correlated with 2242; ion correlated with 2330; ion correlated with 2407; ion correlated with 2560; ion correlated with 2904; ion correlated with 3505; ion correlated with 4646; ion correlated with 158; ion correlated with 1163; ion correlated with 1505; ion correlated with 1964; ion correlated with 1970; ion correlated with 2645; ion correlated with 2719; ion correlated with 3724; ion correlated with 4573; ion correlated with 164; ion correlated with 184; ion correlated with 216; ion correlated with 1114; ion correlated with 1757; ion correlated with 2584; ion correlated with 2786; ion correlated with 3206; ion correlated with 3470; ion correlated with 3956; ion correlated with 4435; ion correlated with 33; ion correlated with 1055; ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 3396; ion correlated with 75; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 3574; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2418; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 1493; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 3671; ion correlated with 4107; ion correlated with 1504; ion correlated with 2464; ion correlated with 2012; ion correlated with 2410; ion correlated with 3057; ion correlated with 1909; ion correlated with 3047; ion correlated with 2679; ion correlated with 1277; ion correlated with 1350; ion correlated with 111; ion correlated with 1411	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.43	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.60747:10569 234.61082:0 235.61418:0		1980	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2410	5.737	233.73283	Unknown	[M-H]-	ion correlated with 158; ion correlated with 1163; ion correlated with 1505; ion correlated with 1964; ion correlated with 1970; ion correlated with 2645; ion correlated with 2719; ion correlated with 4573; ion correlated with 164; ion correlated with 184; ion correlated with 216; ion correlated with 1114; ion correlated with 1757; ion correlated with 2409; ion correlated with 2584; ion correlated with 2786; ion correlated with 3206; ion correlated with 3470; ion correlated with 3956; ion correlated with 4435; ion correlated with 33; ion correlated with 1055; ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 3574; ion correlated with 265; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2418; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 3671; ion correlated with 4107; ion correlated with 1504; ion correlated with 2464; ion correlated with 2012; ion correlated with 3057; ion correlated with 1909; ion correlated with 3047; ion correlated with 2679; ion correlated with 1277; ion correlated with 1350; ion correlated with 3054; ion correlated with 3750; ion correlated with 3926; ion correlated with 1411; ion correlated with 1357; ion correlated with 1895; ion correlated with 2422; ion correlated with 2466; ion correlated with 3274; ion correlated with 3447; ion correlated with 3524; ion correlated with 3865; ion correlated with 4183; ion correlated with 4351; ion correlated with 4387; ion correlated with 4464; ion correlated with 4480; ion correlated with 4512; ion correlated with 3796; ion correlated with 1816; ion correlated with 1877; ion correlated with 2925; ion correlated with 3862; ion correlated with 3911; ion correlated with 4054; ion correlated with 4648; ion correlated with 281; ion correlated with 793; ion correlated with 1015; ion correlated with 1109; ion correlated with 1322; ion correlated with 2335; ion correlated with 2614; ion correlated with 3028; ion correlated with 3589; ion correlated with 3745; ion correlated with 3768; ion correlated with 1193; ion correlated with 660; ion correlated with 1237; ion correlated with 1936; ion correlated with 4628; ion correlated with 1273; ion correlated with 4343; ion correlated with 4613	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.41	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.73283:6070 234.73618:0 235.73954:0		2136	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2411	6.776	233.8701	Unknown	[M-H]-		0.538	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.37	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	233.8701:9202 234.87345:0 235.87681:0		1062	2357	-2	-2	-2	2221	-2	1756	1286	1187	-2	627	-2
2412	6.294	234.03517	Unknown	[M-H]-		0.231	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.11	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.03517:3733 235.03852:0 236.04188:0		2535	-2	-2	-2	-2	-2	-2	-2	-2	1131	-2	-2	779
2413	2.95	234.03598	Unknown	[M-H]-		0.231	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.88	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.03598:12297 235.03933:3533 236.04269:3684		504	-2	-2	-2	-2	-2	-2	-2	669	735	-2	-2	-2
2414	5.406	234.03853	Unknown	[M-H]-		0.385	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.35	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.03853:7818 235.04188:0 236.04524:0		1178	2221	842	-2	-2	-2	-2	-2	-2	863	-2	-2	710
2415	10.551	234.15695	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.89	Alanine_NA_10mM_2d12_neg_ms1_140k_3e6	234.15695:4959 235.1603:12522 236.16366:0		4197	-2	-2	-2	1064	-2	-2	-2	-2	-2	-2	-2	-2
2416	6.029	234.15707	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.43	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.15707:3593 235.16042:19226 236.16378:0		2629	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2417	5.606	234.15918	Unknown	[M-H]-	ion correlated with 3092	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.48	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.15918:14480 235.16253:0 236.16589:0		1792	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2418	5.718	234.17451	Unknown	[M-H]-	ion correlated with 213; ion correlated with 1397; ion correlated with 1482; ion correlated with 1988; ion correlated with 2134; ion correlated with 2377; ion correlated with 3112; ion correlated with 3190; ion correlated with 3933; ion correlated with 3961; ion correlated with 4419; ion correlated with 2389; ion correlated with 1449; ion correlated with 1814; ion correlated with 1932; ion correlated with 2082; ion correlated with 2242; ion correlated with 2330; ion correlated with 2407; ion correlated with 2560; ion correlated with 2904; ion correlated with 3505; ion correlated with 4646; ion correlated with 158; ion correlated with 1163; ion correlated with 1505; ion correlated with 1964; ion correlated with 1970; ion correlated with 2645; ion correlated with 2719; ion correlated with 4573; ion correlated with 164; ion correlated with 184; ion correlated with 216; ion correlated with 1114; ion correlated with 1757; ion correlated with 2409; ion correlated with 2584; ion correlated with 2786; ion correlated with 3206; ion correlated with 3470; ion correlated with 3956; ion correlated with 4435; ion correlated with 33; ion correlated with 1055; ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 3574; ion correlated with 265; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 3671; ion correlated with 4107; ion correlated with 1504; ion correlated with 2464; ion correlated with 2012; ion correlated with 2410; ion correlated with 3057; ion correlated with 1909; ion correlated with 3047; ion correlated with 2679; ion correlated with 1277; ion correlated with 1350; ion correlated with 3054; ion correlated with 3750; ion correlated with 3926; ion correlated with 1411; ion correlated with 1244; ion correlated with 1357; ion correlated with 1895; ion correlated with 2422; ion correlated with 2466; ion correlated with 3274; ion correlated with 3447; ion correlated with 3524; ion correlated with 3865; ion correlated with 4183; ion correlated with 4351; ion correlated with 4464; ion correlated with 4480; ion correlated with 4512; ion correlated with 3796; ion correlated with 1877; ion correlated with 2925; ion correlated with 3862; ion correlated with 3911; ion correlated with 4054; ion correlated with 281; ion correlated with 3589; ion correlated with 1193	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.35	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.17451:7267 235.17786:48727 236.18122:0		2063	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2419	9.059	234.20374	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.88	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.20374:2576 235.20709:0 236.21045:0		3635	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2420	7.968	234.20546	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.07	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.20546:2037 235.20881:0 236.21217:0		3396	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2421	4.556	234.20891	Unknown	[M-H]-	ion correlated with 1619; ion correlated with 1192; ion correlated with 65	0.231	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.4	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.20891:14552 235.21226:0 236.21562:0		1427	772	-2	-2	-2	-2	-2	-2	-2	-2	675	-2	-2
2422	5.756	234.32539	Unknown	[M-H]-	ion correlated with 1364; ion correlated with 1606; ion correlated with 1718; ion correlated with 1861; ion correlated with 2034; ion correlated with 2891; ion correlated with 2919; ion correlated with 3070; ion correlated with 3326; ion correlated with 3477; ion correlated with 4045; ion correlated with 271; ion correlated with 1178; ion correlated with 1379; ion correlated with 1491; ion correlated with 1563; ion correlated with 1987; ion correlated with 2042; ion correlated with 2192; ion correlated with 2233; ion correlated with 2634; ion correlated with 265; ion correlated with 1522; ion correlated with 1643; ion correlated with 1711; ion correlated with 2086; ion correlated with 2138; ion correlated with 2418; ion correlated with 2931; ion correlated with 3115; ion correlated with 3189; ion correlated with 4726; ion correlated with 1189; ion correlated with 2428; ion correlated with 2530; ion correlated with 2676; ion correlated with 4107; ion correlated with 1504; ion correlated with 2464; ion correlated with 2012; ion correlated with 2410; ion correlated with 3057; ion correlated with 1909; ion correlated with 3047; ion correlated with 2679; ion correlated with 1277; ion correlated with 1350; ion correlated with 3054; ion correlated with 3750; ion correlated with 3926; ion correlated with 1411; ion correlated with 1357; ion correlated with 1895; ion correlated with 2466; ion correlated with 3274; ion correlated with 3447; ion correlated with 3524; ion correlated with 3865; ion correlated with 4183; ion correlated with 4351; ion correlated with 4464; ion correlated with 4480; ion correlated with 4512; ion correlated with 3796; ion correlated with 1816; ion correlated with 1877; ion correlated with 2925; ion correlated with 3862; ion correlated with 3911; ion correlated with 4054; ion correlated with 4648; ion correlated with 793; ion correlated with 1015; ion correlated with 1109; ion correlated with 1322; ion correlated with 2335; ion correlated with 2614; ion correlated with 3028; ion correlated with 3589; ion correlated with 3745; ion correlated with 3768; ion correlated with 1193; ion correlated with 660; ion correlated with 1237; ion correlated with 1936; ion correlated with 2629; ion correlated with 4628; ion correlated with 272; ion correlated with 1273; ion correlated with 4613; ion correlated with 1009; ion correlated with 2044; ion correlated with 2133; ion correlated with 3718; ion correlated with 4337; ion correlated with 4600; ion correlated with 1424; ion correlated with 2167; ion correlated with 2352; ion correlated with 2387; ion correlated with 3981	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.66	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.32539:4355 235.32874:0 236.3321:0		2184	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2423	6.195	234.39169	Unknown	[M-H]-	ion correlated with 3409; ion correlated with 206; ion correlated with 2713; ion correlated with 3923	0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.35	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.39169:10472 235.39504:0 236.3984:0		1179	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	868
2424	10.64	234.39597	Unknown	[M-H]-	ion correlated with 1113; ion correlated with 979; ion correlated with 752	0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.07	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.39597:1004 235.39932:0 236.40268:0		4029	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2425	6.01	234.52965	Unknown	[M-H]-		0.077	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.02	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.52965:1887 235.533:0 236.53636:0		2606	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2426	7.109	234.53859	Unknown	[M-H]-		0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.02	Alanine_NA_10mM_2d1_neg_ms1_140k_3e6	234.53859:2099 235.54194:0 236.5453:0		3390	2451	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2427	5.489	234.69539	Unknown	[M-H]-	ion correlated with 4691; ion correlated with 1351; ion correlated with 4; ion correlated with 299; ion correlated with 255; ion correlated with 1764; ion correlated with 2514; ion correlated with 1263; ion correlated with 3458; ion correlated with 2385; ion correlated with 482; ion correlated with 1913; ion correlated with 4563; ion correlated with 47; ion correlated with 1786; ion correlated with 2359; ion correlated with 80; ion correlated with 174	0.154	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.05	Alanine_NA_10mM_2d0_neg_ms1_140k_3e6	234.69539:15100 235.69874:0 236.7021:0		1601	1220	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
