Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	blank1	blank4	std_mix_1_msms	std_mix_2_msms	std_mix_3_msms	std_mix_4_neg_DDA	std_mix_highres
8179	1.659	243.08051	Biotin	[M-H]-		1	TRUE	1.256	243.08051	C10H16N2O3S				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	923.24	std_mix_4_neg_DDA	243.08047:17808224 244.08382:2915523 245.08718:1189166	60.76978:31930 68.04873:25176 71.98987:17720 74.00526:142665 74.02328:23150 95.02373:13739 97.03918:14003 111.0438:16688 111.0549:14449 120.08059:47892 122.09624:142990 139.05783:28090 148.07552:12323 155.08125:17308 156.0844:194643 157.09746:10067 165.10266:238841 166.0871:1232786 171.08208:31662 183.04794:9181 191.08122:33875 197.09219:84770 199.09097:555155 200.03513:19964 200.07533:2478627 209.09354:398612 225.07143:21159 242.95685:10032 242.9856:9522 243.02512:49511 243.07909:13191932 243.12218:76550 243.17612:19439	2018	407	1704	1707	1675	854	806
8439	1.486	250.0943	Deoxyadenosine	[M-H]-	found in higher mz's MsMs_10000	0.571	TRUE	1.486	250.09399	C10H13N5O3				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	955.29	std_mix_4_neg_DDA	250.09395:5886146 251.0973:1252760 252.10066:0	59.01227:21198 61.98664:722388 89.02233:6227 97.93761:4756 115.91928:9267 125.07102:19494 127.04961:29211 134.02536:22093 134.04582:3623619 135.04965:5640 143.08148:7578 145.06122:27584 160.06123:34576 166.05266:8351 169.06004:46907 187.07118:662327 249.58029:9650 249.98132:24981 250.09349:201230 250.14532:41320	-2	-2	2342	2354	2283	1244	-2
8732	9.369	259.02216	D-Glucose 6-Phosphate	[M-H]-	found in higher mz's MsMs_17487; found in higher mz's MsMs_15084; found in higher mz's MsMs_11948; found in higher mz's MsMs_12206	0.571	TRUE	9.546	259.02231	C6H13O9P				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.4	99.5	94	94	100	9540.34	std_mix_4_neg_DDA	259.02231:29062550 260.02566:3119082 261.02902:667642	64.75544:4124 78.95751:841707 85.0278:4981 96.95491:47082 96.96845:6033851 96.98118:45366 96.9993:5611 101.02309:55090 101.82445:4217 113.02338:4457 120.35662:4434 125.02322:8618 131.03421:6844 138.9785:436635 143.03439:4858 150.97867:15327 161.04395:6785 168.98924:377858 195.00632:5225 199.00046:549164 204.99071:6062 223.00031:89851 229.01068:4325 241.01094:16888 258.91888:6670 259.02155:1082793 259.08099:12932	-2	-2	15685	15846	15571	8082	-2
8880	10.486	263.09717	Thiamine	[M-H]-		0.714	TRUE	10.409	263.0972	C12H16N4OS				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	791.68	std_mix_4_neg_DDA	263.09717:8204582 264.10052:971693 265.10388:390458	58.27118:5711 60.99148:12830 87.02571:43897 88.98655:164927 111.01275:15361 112.02142:20551 142.03206:12588 147.06554:5524138 147.09088:46414 147.11119:6139 148.07042:5219 161.51801:5836 192.05934:11758 199.09926:25959 233.0374:17453 233.08478:2843475 233.13528:20870 263.09857:374799	-2	-2	16735	16914	16789	8461	4882
8982	1.654	266.08923	Adenosine	[M-H]-	found in higher mz's MsMs_10578	0.714	TRUE	1.67	266.0889	C10H13N5O4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	89.6	100	75	75	100	392.67	std_mix_4_neg_DDA	266.08893:1785283 267.09228:356253 268.09564:0	60.80037:3520 96.95856:4151 107.03563:4031 110.125:3546 122.00663:4669 134.04599:1936832 134.06659:11901 150.04167:5543 223.88158:4598 264.28052:3837 266.09073:52784 266.14944:75584	-2	-2	2763	2742	2753	1470	1503
8983	2.211	266.08936	Deoxyguanosine	[M-H]-	found in higher mz's MsMs_17889	0.857	TRUE	2.232	266.08951	C10H13N5O4				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	12436.93	std_mix_4_neg_DDA	266.08954:59379560 267.09289:10861662 268.09625:664546	59.01236:93977 66.52174:67632 107.03455:45566 108.0192:47025 119.03377:24315 133.01373:275782 134.03416:27430 149.03215:44252 150.04163:12507477 150.06604:98985 151.04556:25134 176.05708:1222434 236.07677:22175 248.07985:53051 266.02924:198757 266.09097:25381704 266.14862:247682 266.23514:24350	-2	718	4114	4121	4034	2229	2128
9012	2.1	267.07355	Inosine	[M-H]-	found in higher mz's MsMs_9013	0.857	TRUE	2.13	267.07321	C10H12N4O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	98.7	100	97	97	100	1607.84	std_mix_4_neg_DDA	267.07324:13593649 268.07659:2249065 269.07995:147832	59.01233:20159 66.77257:17676 78.91696:18036 108.0192:9250 133.0139:41839 134.01799:27153 135.03023:1538403 142.42302:7941 150.03979:1713046 151.04518:1556971 176.05707:104611 177.04285:8190 177.06139:221617 237.08119:9716 249.07986:21693 253.62689:8767 267.01566:33767 267.09293:7148794 267.15228:66510	-2	707	3846	3865	3802	2120	1724
9540	3.175	282.08441	Guanosine	[M-H]-		0.857	TRUE	3.22	282.08441	C10H13N5O5				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	100	88	88	100	720.9	std_mix_4_neg_DDA	282.08435:13735029 283.0877:14303144 284.09106:875334	56.25107:8149 60.86426:8023 61.98676:119082 65.99735:13422 66.00803:8502 70.52084:18299 80.22234:8769 85.88654:8595 95.36909:8729 97.93392:8953 107.03455:25725 108.01919:13379 133.01382:164493 150.04164:9830479 150.06604:74876 192.05176:19736 262.67401:9224 282.01791:61750 282.08533:9150437 282.14822:74965 282.24805:64393	-2	834	6468	6381	6306	3623	2421
9561	2	283.06882	Xanthosine	[M-H]-	found in higher mz's MsMs_18438; found in higher mz's MsMs_15049	0.857	TRUE	2.232	283.06821	C10H12N4O6				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	1509.42	std_mix_4_neg_DDA	283.06824:17492572 284.07159:2224045 285.07495:416664	60.6836:8651 61.98664:2302142 65.99685:13481 70.76696:13655 78.91763:13376 90.18891:8045 103.92855:9327 106.11514:8968 108.01919:20147 127.04965:42677 130.39207:8067 150.99803:37433 151.02434:10439650 151.05084:72263 228.36774:8942 247.0932:21630 266.04568:9465 268.74152:10078 283.0043:36462 283.06757:6749054 283.13531:43250 283.18954:11781 283.26208:495371	-2	501	4209	4168	4113	2247	1620
11595	10.964	338.98862	"D-Fructose 1,6-bisphosphate"	[M-H]-	found in higher mz's MsMs_17358	1	TRUE	10.986	338.9881	C6H14O12P2				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	4237.97	std_mix_4_neg_DDA	338.9881:39087268 339.99145:4066183 340.99481:1107499	65.65742:16377 70.51747:16317 78.95745:1245165 85.02781:46409 87.04343:55737 96.95492:98735 96.96845:14126147 96.98119:103463 114.01807:33276 115.03881:16377 116.71773:16560 138.97852:506502 143.0343:161554 150.97845:340436 158.92465:332204 168.9893:561016 176.93538:1193454 179.97922:17182 180.98756:70898 194.94624:82496 195.00633:16476 204.99071:66964 213.01675:35717 223.00061:418533 230.94595:23481 241.01071:2763170 248.95563:82076 259.0217:19775 266.96597:59708 320.9761:147368 338.90268:62339 338.98544:8375432 339.19876:61608	4329	1393	17660	17823	17659	8750	4843
11680	8.011	341.10901	D-Trehalose	[M-H]-	found in higher mz's MsMs_13221; found in higher mz's MsMs_13114; found in higher mz's MsMs_12603; found in higher mz's MsMs_12602	1	TRUE	7.989	341.10849	C12H22O11				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	100	100	100	16819.11	std_mix_4_neg_DDA	341.10846:66041648 342.11181:12394302 343.11517:1716427	55.01719:52484 58.0046:68020 59.01233:6506172 71.01208:4801664 73.02821:183432 83.01244:236651 85.02771:361861 85.27675:58276 87.00723:549320 87.04343:60990 89.01197:52942 89.02306:11343140 89.03428:59488 95.01234:271094 97.02831:91163 99.00722:49019 101.02312:5754829 107.03381:172581 113.02329:3868905 115.03881:67842 119.03365:6127116 125.0229:171886 131.03398:817330 143.03423:1980682 149.04422:675607 161.04382:2093199 179.05507:7921544 341.10901:22211786 341.19263:144304	3383	1129	14044	14126	13750	7439	4403
11862	5.682	346.0556	Adenosine 5-monophosphate	[M-H]-		0.714	TRUE	5.628	346.05579	C10H14N5O7P				330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	97.5	100	94	94	100	3982.47	std_mix_4_neg_DDA	346.05579:20728890 347.05914:2685866 348.0625:265300	78.94756:51512 78.95752:8685821 78.96685:41199 86.51357:39070 96.96841:2951069 134.04564:662138 138.97849:158335 150.97852:464174 192.98897:210515 210.99902:760893 345.96472:90505 346.05603:14761195 346.14178:79236	-2	1024	10188	10244	9968	5198	-2
