"PeakID"	"Title"	"Scans"	"RT.left.min."	"RT..min."	"RT.right..min."	"Precursor.m.z"	"Height"	"Area"	"Model.masses"	"Adduct"	"Isotope"	"Comment"	"Reference.RT"	"Reference.m.z"	"Formula"	"Ontology"	"InChIKey"	"SMILES"	"Annotation.tag..VS1.0."	"RT.matched"	"m.z.matched"	"MS.MS.matched"	"RT.similarity"	"Dot.product"	"Reverse.dot.product"	"Fragment.presence.."	"Total.score"	"S.N"	"MS1.isotopes"	"MSMS.spectrum"
9886	"trans-4-hydroxy-L-Proline"	1888	4.728721	5.530659	6.122602	130.0499	535759328	9790788608	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_9890; found in higher mz's MsMs_9930; found in higher mz's MsMs_9920"	"5.593"	"130.0497"	"C5H9NO3"	""	""	""	330	"True"	"True"	"True"	"100"	"87.9"	"87.9"	"100"	"94.9"	13644.19	"129.55052:15294 129.85105:14715 129.85737:22357 129.88334:18364 129.9037:13591 129.9606:15468 129.96622:15059 129.9852:16530 129.99925:18822 130.00066:23697 130.00191:104044 130.01332:20078 130.02246:27799 130.02457:17511 130.02615:20916 130.02773:43032 130.02949:29739 130.03089:34192 130.033:23218 130.03406:31547 130.03529:48451 130.03793:34084 130.04004:31549 130.04144:65813 130.04373:84936 130.04584:147854 130.04725:928378 130.04989:161935824 130.05235:995730 130.05463:198924 130.05762:91027 130.05903:43275 130.06096:31096 130.06255:39203 130.06378:31642 130.06518:48236 130.06817:39855 130.06958:16840 130.07152:43357 130.0731:21292 130.07451:16932 130.07802:19341 130.08578:47655 130.08787:14715 130.0921:19865 130.09491:13736 130.09702:24424 130.09843:105074 130.10758:16122 130.12095:13756 130.21111:18287 130.24353:15763 130.36416:13751 130.57479:13902 130.93004:28190 131.03386:58057 131.04469:15736 131.04674:351372 131.04878:20479 131.05038:50509 131.05306:9308102 131.05518:125126 131.05785:14942 131.0623:13463 131.09504:14820 132.02898:373734 132.03746:44990 132.04016:8624316 132.04268:56933 132.04412:23213 132.0538:841508 132.05617:123139 132.92809:38941 132.99044:24299 133.01307:52287 133.0371:53318 133.04354:169777 133.05739:40022 133.08578:19801 133.9905:144509 134.04426:32398 134.04592:37147 134.89343:78235 135.02851:58931 135.04409:103661"	"66.03308:1081824 68.04878:2161992 71.01222:2423787 73.02776:1220179 82.02842:830892 84.04371:3449988 86.02336:778963 112.03944:2001495 128.03354:21311084 130.04956:48934136"
10244	"Adenosine 5-monophosphate"	1942	4.915596	5.683522	6.661226	346.0558	71371216	1168553472	"null"	"[M-H]-"	"M + 0"	""	"5.628"	"346.05579"	"C10H14N5O7P"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	8272.58	"345.84752:9690 346.0413:41384 346.05586:22191438 346.06649:142141 347.05251:258981 347.0586:2164562 348.06046:178208 349.06353:30865"	"78.95754:18349382 86.51433:85741 96.96844:6377313 134.04559:1463506 138.97857:264942 150.97859:947227 192.98923:466134 211.00212:1663825 345.96471:147377 346.05624:29395026 346.14179:158042 347.05989:86414"
10289	"L-Alanine"	1954	5.27424	5.717476	6.359822	88.03899	131973664	2284788992	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_10296; similar chromatogram in higher mz_10327; similar chromatogram in higher mz_10333; similar chromatogram in higher mz_10307; found in higher mz's MsMs_10275"	"5.767"	"88.03899"	"C3H7NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"69.8"	7408.3	"88.00286:24320 88.02685:20281 88.02998:15654 88.03312:14116 88.03596:30949 88.03674:37120 88.039:39744412 88.04037:248146 88.04174:59141 88.04311:13089 88.04458:21534 88.04605:10555 88.04761:14288 88.0484:14641 88.05085:12338 88.06594:34371 88.98675:77833 89.02301:471173 89.04233:1035908 89.0455:9774 90.00848:17310 90.02631:15945 90.04332:78471 91.00251:31115 91.02073:303692 91.03878:43848 93.01741:22947 93.03326:129255"	"71.01268:105625 80.04952:50406 81.74165:55342 83.20653:48299 85.32608:56063 88.03866:13325699 90.38911:53685 93.31963:52959"
10747	"L-Histidine"	2044	5.308827	5.971439	6.694738	154.0612	227552640	7957454848	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_10751"	"6.2"	"154.0612"	"C6H9N3O2"	""	""	""	330	"True"	"True"	"True"	"99.3"	"93.8"	"93.8"	"100"	"97.2"	1086.013	"153.99905:44233 154.04982:57016 154.05798:351471 154.06115:63626632 154.06456:324648 154.06909:46340 155.00893:91294 155.0581:495055 155.06452:3971568 156.06527:170847 156.06783:133322 157.02431:365871 157.04937:91101 157.08555:41550 157.12234:470536 158.04492:101772 158.98981:139168"	"62.69207:119842 65.45855:116167 67.02855:721256 72.00733:1666215 74.0233:159400 80.03676:677174 81.04449:1481788 93.04411:11201315 95.02374:144681 97.93484:242855 108.05549:2043932 109.03905:1191101 110.07135:4550803 111.0749:109948 118.04015:637619 134.03417:127146 136.05109:3103868 137.0348:14195767 138.03846:175299 151.03676:148000 154.0351:308005 154.06053:44858952 155.06589:493241 166.64689:123681"
10869	"L-Glutamate"	2062	5.27424	6.02163	6.64424	146.0448	387166112	6632430080	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_10881; found in higher mz's MsMs_10880"	"6.01"	"146.0448"	"C5H9NO4"	""	""	""	330	"True"	"True"	"True"	"100"	"93.6"	"93.6"	"100"	"97.3"	1260.869	"145.98706:43501 146.01969:55405 146.02409:126648 146.03246:44713 146.03748:76985 146.03999:123818 146.04166:727196 146.0448:115492160 146.04773:492180 147.04184:262905 147.04812:5592314 148.04903:517373 148.05159:120828 149.99347:125697 151.03916:52008"	"64.15223:142390 75.8093:142866 85.02781:232775 100.03939:183684 102.05486:24294562 128.03354:12046973 146.02726:213926 146.04404:6929856 147.04859:161342"
10881	"N-Acetyl-L-Glutamate"	2062	5.240269	6.02163	6.62763	188.0557	2542950912	50850340864	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_10940; found in higher mz's MsMs_10937; found in higher mz's MsMs_10895; found in higher mz's MsMs_10891; found in higher mz's MsMs_10882"	"5.995"	"188.0555"	"C7H11NO5"	""	""	""	330	"True"	"True"	"True"	"100"	"99.8"	"99.8"	"100"	"99.9"	10141.94	"187.77597:126839 187.93105:71638 187.97077:215260 187.97352:159116 187.98116:61177 187.9836:72027 187.98605:68530 187.98849:72378 188.00439:77077 188.00683:102668 188.01172:64383 188.01692:170671 188.01906:143933 188.02181:104686 188.02425:169027 188.03006:119921 188.0374:133897 188.04107:112023 188.04382:260807 188.04994:995492 188.05116:4780702 188.05574:711367552 188.06003:3261388 188.06522:510571 188.06889:211116 188.07134:159799 188.08021:110273 188.08357:108406 188.08861:225136 188.09363:313988 188.09856:78948 188.1059:112923 188.11814:70377 188.1267:73566 188.1365:68527 188.13955:420458 188.14384:72463 188.15975:88746 188.21117:88318 188.33737:77389 188.33982:101361 188.39132:98306 188.54348:73735 188.9173:74841 189.05284:1342194 189.0587:53827636 189.06332:224738 189.7414:62849 190.05942:5682652 191.06252:451707"	"58.02812:7138504 59.01235:61873024 84.04432:2176434 98.02316:1248583 100.03947:5181366 100.07543:31639918 102.05479:123275480 103.05772:1285298 126.05448:14251470 128.03346:202607904 129.03702:1868536 132.70326:1148346 144.06531:93087112 146.04385:20823058 170.04444:76773368 171.04801:1250776 178.2963:935117 188.05561:121165848"
11592	"L-Cysteic acid"	2206	5.018173	6.428144	7.354892	167.9964	431099008	6843982848	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_11617; found in higher mz's MsMs_11603"	"6.408"	"167.9962"	"C3H7NO5S"	""	""	""	330	"True"	"True"	"True"	"100"	"99.9"	"99.9"	"100"	"99.9"	12388.26	"167.71359:23794 167.9265:54173 167.93734:15972 167.94973:16090 167.95825:17994 167.96031:21579 167.96418:55129 167.96625:26178 167.97038:16256 167.97296:20798 167.97889:39903 167.98406:43019 167.98612:30237 167.98922:93805 167.99258:1193772 167.99644:127137552 167.99929:711614 168.00445:58219 168.00755:60470 168.00936:20117 168.01272:38925 168.01452:23035 168.01891:38415 168.02098:14542 168.02743:41906 168.03131:23466 168.03337:14630 168.03544:16584 168.04371:18446 168.04887:25362 168.0592:17139 168.06708:86378 168.12768:14192 168.9933:244639 168.99564:594851 168.99954:4461064 169.00241:53931 169.0858:41580 169.0967:70042 169.98827:45110 169.99195:5610862 170.00031:1143291 170.0442:49640 170.08086:49669 170.54331:34063 170.99512:152343 171.00533:67287 171.06525:70577 171.10157:102203 171.13785:215013 171.99593:20117 172.02375:22754 172.0687:17632 172.14151:19040"	"66.43382:193695 71.01212:13102109 79.67515:164320 80.96356:32244124 86.0234:9995681 89.37151:160687 122.97488:340940 149.98586:338879 150.96991:30160334 151.97248:238222 154.8032:173118 167.99581:81639984 168.99773:702386 185.18302:179312"
11799	"L-Asparagine"	2242	6.072009	6.528704	7.28703	131.0452	348397824	5444207104	"null"	"[M-H]-"	"M + 0"	""	"6.568"	"131.045"	"C4H8N2O3"	""	""	""	330	"True"	"True"	"True"	"100"	"99.1"	"99.2"	"92.9"	"99"	914.5272	"130.61087:25032 130.99614:64805 130.99738:31356 131.03063:58702 131.03383:39390 131.03614:33246 131.0381:73851 131.04041:74908 131.04184:231976 131.04522:108128928 131.0477:922305 131.05233:65103 131.05589:32944 131.05713:25005 131.06033:35782 131.06656:32516 131.09361:74589 131.97937:71353 131.98062:32401 132.01461:40656 132.01767:36073 132.02198:64989 132.02414:87304 132.0263:358183 132.029:111613432 132.03169:881899 132.03457:73541 132.03745:45215 132.03979:31192 132.04148:505212 132.04805:4578370 132.05076:77102 132.0657:37896 132.07794:83564 133.01298:43167 133.02594:230045 133.03226:4515176 133.04915:542380 133.05155:74098 134.03319:630031 134.04573:61351 135.03676:54112 135.04402:65510 135.9439:153761"	"58.02822:957476 70.02861:5673964 71.01225:856146 71.02356:1605192 72.00738:2381322 73.72638:159482 77.8617:172818 86.02336:169171 87.05499:196875 88.03866:4954439 90.95501:153674 95.00618:167410 95.0238:4398602 111.01824:1161060 113.03473:10903565 114.01807:18769102 115.00267:1135159 115.02244:196144 131.04555:4118164 132.02853:1896441 139.48972:172660 146.50715:169631"
11943	"L-Glutamine"	2266	6.206208	6.595347	7.171854	145.0608	60218264	950150848	"null"	"[M-H]-"	"M + 0"	""	"6.63"	"145.06059"	"C5H10N2O3"	""	""	""	330	"True"	"True"	"True"	"100"	"99.5"	"98.7"	"85"	"98.4"	147.8371	"145.01298:75948 145.04963:49506 145.05771:116342 145.06081:17789486 145.06372:118894 146.04481:166985 146.05778:91782 146.06399:667878 147.02889:129804 147.06506:74924 148.04263:35246 149.99304:54135"	"50.038:30824 58.02807:72364 67.02845:38549 72.00727:69012 74.02337:183457 82.02842:84264 84.04368:539868 86.02336:84656 97.0392:45110 98.02317:79933 99.0549:95165 101.07062:350839 107.02406:73126 109.03926:591237 125.03398:293523 127.04991:1992554 128.03362:1002681 145.06123:1974385 155.509:34715"
11998	"N-Acetyl-L-Aspartate"	2272	6.072009	6.611034	7.103804	174.0399	1071393792	18184699904	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_12036; found in higher mz's MsMs_12090"	"6.584"	"174.0397"	"C6H9NO5"	""	""	""	330	"True"	"True"	"True"	"100"	"99.7"	"99.7"	"100"	"99.9"	13556.05	"173.96454:148412 173.96671:61663 174.00679:126908 174.01052:39933 174.01569:60826 174.01787:74560 174.0195:64244 174.02331:58488 174.02794:109871 174.03148:129916 174.03584:1778342 174.03993:326861056 174.04373:1665019 174.04618:488528 174.05081:77618 174.05408:97194 174.05598:97655 174.05925:79611 174.06274:133485 174.06932:38433 174.08349:44956 174.09547:47790 174.11447:184762 174.28955:45471 174.9555:298714 175.03694:717485 175.04306:21661072 175.04718:117243 176.03994:53452 176.0438:2557007 176.04631:239283 177.04682:135126"	"51.91072:533560 54.70883:528447 58.02811:18635020 59.01237:20734204 62.7722:569818 70.02854:1304548 71.01213:5012182 88.03867:107112408 88.05039:812983 96.36898:554649 96.99203:4117461 106.39045:476988 112.00231:515980 112.03944:10601904 114.01812:31780560 115.00257:20085426 130.04962:45590704 132.02868:2363384 156.02903:10640763 174.0405:48257588 175.04224:524974"
12072	"Succinate"	2284	6.02163	6.64424	7.658592	117.0182	265786688	3957023488	"null"	"[M-H]-"	"M + 0"	""	"6.63"	"117.018"	"C4H6O4"	""	""	""	330	"True"	"True"	"True"	"100"	"93.8"	"93.3"	"100"	"97.3"	830.8747	"116.92729:120966 116.97678:57102 117.01219:73831 117.01414:133327 117.01534:286104 117.01817:85032968 117.02029:460298 117.02284:118076 117.02449:43755 117.05903:50434 118.02148:2982368 118.04972:389266 119.02253:367242 119.97504:45281 121.02852:252122"	"72.49075:128560 73.02821:25580148 73.03651:230898 81.57157:122773 89.10285:115894 99.00725:2912160 116.92733:143345 117.01852:5626402 125.15595:110473"
12077	"L-Aspartate"	2284	6.055553	6.64424	7.137414	132.0292	877921088	13745725440	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_12034; found in higher mz's MsMs_12090; found in higher mz's MsMs_12163"	"6.63"	"132.02901"	"C4H7NO4"	""	""	""	330	"True"	"True"	"True"	"100"	"96.1"	"96.8"	"100"	"98.5"	6135.988	"131.97953:195299 131.99681:59993 132.00652:134270 132.00814:49860 132.01048:50610 132.01192:57452 132.0148:52125 132.01606:52421 132.01911:88415 132.02199:236866 132.02559:807786 132.02649:1864197 132.02917:278196032 132.0317:1910974 132.03476:386155 132.03692:128598 132.03962:113846 132.04114:229876 132.04762:1020055 132.05095:158635 132.06085:65196 132.07795:121664 132.07939:68568 132.12115:52468 133.02607:657384 133.03227:12360796 133.03501:265076 133.04902:154058 134.02955:46483 134.03319:2207666 134.03543:52157 135.03677:98100 135.04403:84249 135.9442:166186"	"55.19219:243024 59.01233:299111 59.75063:242690 71.01214:7366839 71.26423:261505 72.00784:1052161 77.47668:265035 78.20169:274480 82.27066:263589 84.07064:212305 88.03862:53636916 96.02711:280369 103.81007:264407 104.62752:259607 114.01802:3899820 114.03771:454273 115.00252:14353409 115.02244:681181 132.02864:20816540"
12344	"Gamma-aminobutyric acid"	2344	6.49565	6.81376	7.304411	102.0547	8985224	140677712	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_12379"	"6.861"	"102.0547"	"C4H9NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"71.2"	"71.6"	"50"	"83.9"	144.0368	"102.01841:22728 102.05299:14419 102.05471:3158606 102.05654:23020 102.05752:8344 102.06253:11917 103.0026:121758 103.03889:266512 103.05819:61927 103.07531:9537 103.99778:34342 104.03419:233105 104.99887:20439 105.01835:30096 105.93454:12766 106.03959:21073 107.04897:14089"	"50.37951:2957 51.72638:3086 54.7703:3531 57.03308:4744 59.01234:6804 61.98665:3374 66.43332:3938 73.02763:11737 84.04365:24695 102.05486:186310"
12604	"Glycine"	2404	6.578241	6.985163	8.078414	74.02327	40856364	652672128	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_12575; found in higher mz's MsMs_12610; similar chromatogram in higher mz_12533"	"7.024"	"74.02319"	"C2H5NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"74.9"	"100"	"89.6"	1225.15	"74.0222:82598 74.02327:13161249 74.02439:101771 75.00715:417492 75.02687:51063 76.96845:186965 78.95609:38177 78.95776:398070 78.98422:61199 78.98472:95409"	"57.99203:72237 74.0233:8027587 74.03176:61168"
12610	"L-Serine"	2404	6.545485	6.985163	8.012741	104.034	93815784	1505959552	"null"	"[M-H]-"	"M + 0"	""	"7.041"	"104.0339"	"C3H7NO3"	""	""	""	330	"True"	"True"	"True"	"100"	"92.4"	"93.9"	"100"	"97.1"	1710.262	"103.9979:46105 103.99966:22056 104.03211:127513 104.03401:31071510 104.03589:187247 104.06873:23426 105.03089:42519 105.03743:613859 106.03817:84291"	"56.95758:50978 68.33504:46678 72.00736:2595677 74.02336:4637740 97.93669:53179 99.50341:45217 104.03416:1807716"
12773	"sn-Glycerol 3-phosphate"	2428	6.611034	7.052819	8.513994	171.0056	831383168	12296459264	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_12801; found in higher mz's MsMs_12788; found in higher mz's MsMs_12782; found in higher mz's MsMs_12695; found in higher mz's MsMs_12693; found in higher mz's MsMs_12726; found in higher mz's MsMs_12690"	"7.056"	"171.00529"	"C3H9O6P"	""	""	""	330	"True"	"True"	"True"	"100"	"87.9"	"87.9"	"100"	"95"	7085.624	"170.70584:33919 170.93264:182227 170.95973:42931 170.96317:38709 170.96847:35320 170.97357:114514 170.9812:32028 170.98328:72083 170.98544:90852 170.98835:78503 170.9918:112730 170.99551:136983 170.99843:278545 171.00161:1714623 171.00557:279996800 171.0093:1163406 171.0146:176598 171.01805:81818 171.02017:115548 171.02468:91132 171.0268:61693 171.02892:43092 171.03104:32564 171.03529:37439 171.03847:65573 171.04059:36847 171.04351:37695 171.04669:47837 171.04908:32585 171.05202:67189 171.05757:29318 171.05969:45788 171.06393:32885 171.07746:88779 171.07932:53489 171.10085:81863 171.13744:114890 171.24978:32077 172.00877:9616269 172.02403:66289 173.00947:3276291 173.04404:131642 173.08075:43736 174.01298:75196 174.03956:1310832 174.07641:26913 174.95545:339104 175.01369:31597 175.04334:57180"	"78.94556:617491 78.95753:290562912 92.05845:423866 96.96847:19042658 109.4778:426869 137.02872:427969 152.99463:2107607 171.00559:91909168 172.00904:646108 194.4033:535824"
13054	"2-Oxoglutarate/a-Ketoglutaric acid"	2482	6.578241	7.206076	7.794045	145.0132	214265792	3063771392	"null"	"[M-H]-"	"M + 0"	""	"7.174"	"145.013"	"C5H6O5"	""	""	""	520	"True"	"True"	"False"	"100"	"null"	"null"	"null"	"100"	873.0439	"144.82372:10056 144.90807:11891 144.95689:49791 144.96517:9932 144.97013:13206 144.97533:63154 144.98835:28489 144.99187:22514 144.99539:25898 144.99746:21861 145.0018:28575 145.00429:41088 145.00594:39943 145.00843:78371 145.01008:414426 145.01319:75424448 145.0163:392471 145.01961:66976 145.02127:41106 145.02292:19314 145.02624:12252 145.0281:11896 145.02996:25014 145.0387:32704 145.04902:32261 145.06035:30965 145.06372:12050 145.0687:16300 145.07035:54133 145.0861:11633 146.01655:4293477 146.02324:84520 146.04481:97080 147.01744:484732 147.01982:33109 147.02553:32232 147.02869:6761357 147.06485:16260 148.02064:20098 148.03192:269216 148.04226:46227 148.42846:9658 149.0233:21740 149.03306:51439 149.03581:9735 149.99311:93684 150.00067:13586"	"56.12523:55454 57.03323:269796 60.15705:53842 64.63995:70115 69.731:49315 71.88339:49951 73.02763:236433 83.16191:51496 101.02327:2389528 126.46502:55044 145.01322:227555"
13650	"L-Carnosine"	2641	6.274637	7.675327	8.595947	225.0987	30942370	413382112	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_13690; found in higher mz's MsMs_13654"	"7.711"	"225.09869"	"C9H14N4O3"	""	""	""	330	"True"	"True"	"True"	"100"	"93.8"	"93.8"	"100"	"97.4"	3110.801	"225.09874:11218275 225.10475:75772 226.096:120648 226.10229:893879 226.99588:41713 227.10283:48396 227.2012:38455 228.01453:492022 228.99004:105161 229.01816:32674 230.06675:39356"	"66.43126:19990 67.02845:66590 81.04443:30866 87.05498:43474 88.03873:420535 93.04404:60562 97.9376:22094 105.81509:17980 110.07134:1967307 115.05052:56669 127.04997:142415 137.03481:65445 139.05008:16911 152.08273:26125 154.06058:4336592 155.06479:28119 161.08276:137037 163.09708:512776 164.08129:43621 181.10906:389038 182.62118:18916 207.08883:115556 208.07346:25184 209.20833:18096 225.09723:4814918 226.09989:54779 241.3129:19962"
13718	"L-Citrulline"	2653	7.052819	7.709575	8.578231	174.0876	437840608	5767974912	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_13733; found in higher mz's MsMs_13776; found in higher mz's MsMs_13730; found in higher mz's MsMs_13682"	"7.744"	"174.0876"	"C6H13N3O3"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	3769.831	"174.01278:125546 174.04073:328766 174.05162:25849 174.05463:79298 174.0568:35118 174.05952:43093 174.06394:74454 174.06987:45315 174.07259:36813 174.07695:112224 174.08021:144673 174.08348:613526 174.08457:857897 174.08756:168172880 174.09165:1000528 174.0971:110216 174.09928:79762 174.10418:66209 174.108:25391 174.11017:62780 174.11698:48075 174.11944:34151 174.12162:64847 174.14859:24132 174.16167:78274 174.16385:33615 174.89761:28216 174.94589:51035 174.95538:617585 174.98102:23830 175.04278:37552 175.06008:37407 175.08445:1360884 175.09084:10666772 176.0007:90280 176.08736:76649 176.09174:608277 176.09395:131123 176.93471:313272 177.09481:39198 179.05551:21963"	"51.47674:219727 57.92506:232503 58.17468:241790 70.46582:254859 71.27793:232151 71.65961:223690 76.60819:221426 77.69513:245236 88.03864:328656 94.38123:250866 101.52008:253381 114.05388:291780 131.05984:715828 131.08118:159480688 132.08536:2131729 155.27197:235012 157.06013:700491 174.08827:2779701"
13889	"L-Cysteine"	2683	7.504591	7.794045	8.886886	120.0112	9854990	139233344	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_13907; found in higher mz's MsMs_13899; found in higher mz's MsMs_13897; found in higher mz's MsMs_13852; found in higher mz's MsMs_13868; found in higher mz's MsMs_13848; found in higher mz's MsMs_13846"	"7.806"	"120.0112"	"C3H7NO2S"	""	""	""	520	"True"	"True"	"False"	"100"	"null"	"null"	"null"	"100"	416.4409	"119.97505:137538 120.01121:3404450 120.01354:20817 121.01491:48454 121.02839:410196 121.97096:21545 122.0071:76736 122.03167:34401 122.97422:12680 123.02015:14252 123.04426:17345 123.9007:98712 123.98746:13982 124.00056:35490 124.0392:14157"	"79.95598:104119 85.55156:3462 89.9643:4081 119.97432:118658 120.0117:8984 121.02779:19305"
13897	"L-Cystine"	2683	7.354892	7.794045	8.900708	239.0165	224465440	3116304640	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_13907; found in higher mz's MsMs_13852; found in higher mz's MsMs_13868"	"7.79"	"239.0161"	"C6H12N2O4S2"	""	""	""	330	"True"	"True"	"True"	"100"	"93.9"	"93.9"	"100"	"97.4"	7582.525	"238.89476:19877 238.96263:31316 238.98847:25427 238.99242:18695 238.99548:47821 239.00074:39346 239.00424:45956 239.00994:583362 239.01651:79297104 239.02265:507543 239.03535:51469 239.03886:25871 239.04236:34110 239.04587:14579 239.12828:13673 239.13661:44699 240.01596:564085 240.01946:5296504 240.0874:21338 241.01192:7428527 241.01976:439442 241.21657:20195 242.00875:29448 242.01479:346381 242.02348:24937 242.17578:34468 243.00737:99343 243.01592:48925"	"56.36409:123768 64.95113:429878 71.98988:377885 74.00528:12740856 75.02344:158581 84.36461:132879 86.02341:2595984 90.59405:135368 93.06788:141443 97.93577:170675 117.99576:1779031 119.99299:338696 120.01168:48433104 120.02916:384275 140.74515:148738 151.98306:7600994 177.29114:140142 201.90521:138795 226.10312:155915 239.01792:3216816 248.62186:154776"
14087	"myo-Inositol"	2737	7.658592	7.948123	8.869794	179.0553	17268358	247433296	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_14095; found in higher mz's MsMs_14139; found in higher mz's MsMs_14137; found in higher mz's MsMs_14131; found in higher mz's MsMs_14126"	"7.974"	"179.05521"	"C6H12O6"	""	""	""	330	"True"	"True"	"True"	"100"	"99.2"	"98"	"92.6"	"98.8"	259.5666	"179.03424:9824 179.05128:41567 179.05525:6397762 179.05952:35019 180.05849:319732 180.06561:66589 180.98834:21562 181.01346:12322 181.05967:51681 181.07072:58652 181.08625:11416 182.96345:2286666 182.98774:167028 183.10166:34574 183.96671:53866"	"54.19507:5080 59.01256:34390 63.47385:4892 69.03317:10363 71.01221:58461 73.02763:22521 75.00742:11707 76.45324:4573 78.95763:44129 81.02229:5178 81.03336:5442 83.01248:15545 85.0279:78390 87.00736:415016 89.02312:18924 95.01232:9425 96.96857:99251 97.0283:25128 99.00731:103871 101.02318:59070 105.0174:8216 111.0072:6486 113.02225:18931 116.0711:72720 117.01862:119689 117.07378:6771 125.02328:70039 129.01756:15708 135.04368:5699 141.01819:63001 153.415:6053 159.02931:48892 161.044:518209 162.04892:7826 163.03962:6952 168.00395:4840 177.04078:26912 178.8123:5323 179.05523:884140 180.06629:14137 185.76765:5332"
14126	"D-Trehalose"	2741	7.625519	7.961867	8.66668	341.1092	186796416	2459587584	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_14139; found in higher mz's MsMs_14137; found in higher mz's MsMs_14131"	"7.989"	"341.10849"	"C12H22O11"	""	""	""	330	"True"	"True"	"True"	"100"	"99.9"	"99.9"	"100"	"99.8"	31680.28	"340.90359:30251 341.01582:16120 341.02851:12147 341.04419:22545 341.06062:14710 341.07332:13306 341.08602:40044 341.09498:89402 341.09797:302244 341.10923:68267392 341.11963:537298 341.13831:26791 341.154:15584 341.17118:15847 341.17566:13033 341.19883:11348 341.24965:11165 341.31169:16698 341.31693:11461 341.92634:9804 342.11239:9287542 342.12284:70849 343.11281:1315851 344.116:168968 344.14105:10269 346.05655:14994"	"58.0046:192109 59.0124:12067823 71.01217:8264998 73.02822:445887 83.01248:477134 85.02777:892926 87.00727:935428 89.02314:20402588 95.01249:661519 101.02323:10504809 107.0335:241980 113.02341:7061977 115.03881:178452 119.03377:11359724 125.02323:390945 131.03429:1512752 143.0344:3382310 149.04419:874022 161.04402:3331440 179.05518:13536016 341.10921:35074092"
14949	"Tyramine"	3014	8.248755	8.795499	10.53592	136.0757	26915804	515741216	"null"	"[M-H]-"	"M + 0"	""	"8.879"	"136.0755"	"C8H11NO"	""	""	""	330	"True"	"True"	"True"	"99.9"	"87.9"	"87.9"	"100"	"94.9"	1178.674	"135.94387:49940 135.96981:17224 136.04748:9677 136.07288:45646 136.0757:7929715 136.07834:47281 136.07985:11529 137.02336:21133 137.02633:45016 137.03422:33059 137.07889:494929 137.93964:22898 138.01875:32819 138.07959:9735 138.9694:17299 138.98649:17239 139.97435:36851 139.99776:9092 140.97933:154802 140.98487:54852 141.02924:9376 141.05447:21449"	"52.93604:12350 55.85975:12913 102.80909:12068 106.04153:2018618 107.04926:22670 108.02018:261064 109.94106:81992 135.94428:38048 135.96985:30153 136.04808:18440 136.07515:4542928 137.0792:66418 138.03078:39772"
15186	"cis-Aconitate?"	3051	8.264825	8.914085	9.274404	173.0084	1067985216	14949409792	"null"	"[M-H]-"	"M + 0"	""	"8.879"	"173.0081"	"C6H6O6"	""	""	""	330	"True"	"True"	"True"	"100"	"93.8"	"93.8"	"100"	"97.4"	1290.724	"172.71279:50773 172.93369:173792 172.93584:41329 172.95122:41230 172.97063:58302 172.97279:65237 172.97468:77327 172.97792:77017 172.98142:59729 172.98466:103569 172.98682:70015 172.98898:119905 172.99114:51524 172.99356:91712 172.99653:96429 172.99977:381035 173.0022:328269 173.0084:324816416 173.01218:1950086 173.01569:335281 173.01785:294568 173.02216:151901 173.02405:70485 173.02864:136933 173.03088:116824 173.03431:61303 173.0362:39950 173.04105:111476 173.04483:44591 173.0559:46424 173.06454:39003 173.07102:33233 173.08211:208587 173.11746:33932 173.25582:34943 173.30342:34988 173.30558:38290 174.00752:108920 174.01136:22129732 174.01542:148793 174.03937:70593 174.89734:36828 174.95546:1002877 175.01233:3507158 175.03484:6927310 175.0598:35165 176.01557:153325 176.03163:42175 176.03829:354935 176.93452:36341 177.03921:83194"	"77.82391:618259 85.0174:1225237 85.02782:197610784 85.03822:1118650 86.03168:1915379 111.00712:20784674 129.01742:48198828 130.02143:907946 173.00811:3603923"
