"PeakID"	"Title"	"Scans"	"RT.left.min."	"RT..min."	"RT.right..min."	"Precursor.m.z"	"Height"	"Area"	"Model.masses"	"Adduct"	"Isotope"	"Comment"	"Reference.RT"	"Reference.m.z"	"Formula"	"Ontology"	"InChIKey"	"SMILES"	"Annotation.tag..VS1.0."	"RT.matched"	"m.z.matched"	"MS.MS.matched"	"RT.similarity"	"Dot.product"	"Reverse.dot.product"	"Fragment.presence.."	"Total.score"	"S.N"	"MS1.isotopes"	"MSMS.spectrum"
4320	"Shikimate"	1422	3.940294	4.400558	5.181238	173.0446	210667344	3848719360	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_4354; found in higher mz's MsMs_4330; found in higher mz's MsMs_4327"	"4.401"	"173.0446"	"C7H10O5"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	1327.681	"172.74915:7278 172.95711:28714 172.97075:39716 172.99277:11125 173.00141:8371 173.01166:19510 173.01436:12445 173.01976:7563 173.02191:16978 173.02866:17408 173.03379:34688 173.03946:87424 173.0446:61562100 173.04755:401445 173.05187:83568 173.05646:24418 173.05835:12998 173.06186:16690 173.0651:7112 173.06861:23285 173.07374:14257 173.0786:11729 173.08036:23535 173.08346:7376 173.09099:32756 173.09858:9111 173.11586:9612 173.11937:31308 174.04783:4788255 174.05436:13126 174.07587:10809 174.94536:8139 174.95538:230491 175.0233:10338 175.04848:449309 175.05104:52341 175.05955:18721 176.05242:27685 176.05566:24216 177.03923:10758"	"55.0172:233598 57.03268:272868 58.00419:127970 59.01234:285105 65.03812:147731 69.03317:350747 71.01206:649224 71.04846:209139 73.02764:11688698 81.03271:841303 83.04839:3968086 85.02781:2350902 93.02107:134336 93.03298:24469614 94.0369:280785 99.00722:4678462 99.04367:5126720 101.02287:476487 101.05886:110981 109.02829:323494 111.04382:15611878 112.04731:192503 113.0234:262869 129.01757:1765363 129.05378:415145 137.02267:11294661 143.03454:2154752 154.94583:254753 155.0337:5594511 156.03828:115996 173.04511:9100366 173.09265:271230"
4598	"Taurine"	1562	4.142474	4.842007	5.476281	124.0061	148032688	2461710592	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_4601"	"4.842"	"124.0061"	"C2H7NO3S"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	1943.45	"123.90058:12380 123.96112:36877 123.98058:6776 123.98533:15792 123.98864:25171 123.99122:8432 123.99237:12306 123.99384:7271 123.99695:17665 123.99826:23492 123.99973:11562 124.00235:53812 124.00383:230572 124.00613:43865916 124.00858:268445 124.01152:38151 124.01332:16972 124.01463:25362 124.01594:17771 124.01791:7541 124.01922:10004 124.02048:19207 124.02233:7788 124.02638:23307 124.02774:8503 124.0356:6812 124.03838:13920 124.05067:21298 124.05181:13671 124.98261:6433 125.00296:81126 125.00544:241775 125.00945:890585 125.02285:19312 125.03432:41305 125.05935:10920 125.89746:7797 125.8988:13588 125.99936:15055 126.00188:1953596 126.00422:10217 126.01003:166212 126.01814:13812 126.02941:22352 126.0542:21360 126.90354:31696 127.00005:6326 127.00208:9656 127.00531:15692 127.01348:23473 127.03875:45234 127.04961:10629 127.07492:17006 128.00583:8485 128.00875:11704 128.034:581966"	"64.96852:452913 79.95586:19877820 80.96365:448678 94.97896:186582 97.93578:90800 106.97889:821155 123.98749:279209 124.00584:51048444 124.02548:269602 125.00999:130521 140.02414:83140"
4704	"L-Threonine"	1614	4.28898	5.000935	6.058898	118.0496	261107280	5158579712	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_4733"	"5.001"	"118.0496"	"C4H9NO3"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	8668.353	"117.92823:61809 117.97241:12163 118.00795:57147 118.01314:7515 118.02287:9873 118.02484:10658 118.02591:7520 118.02956:12731 118.03153:29820 118.03625:10588 118.0367:30844 118.03868:25202 118.0405:25971 118.04309:33610 118.04431:51439 118.04613:97019 118.04795:539071 118.04963:72881736 118.05191:643872 118.05449:90457 118.05571:23234 118.05754:36087 118.05936:14339 118.06195:21516 118.06423:16304 118.06842:42514 118.07031:8817 118.07396:10020 118.07518:13189 118.07701:11335 118.08507:7940 118.0907:18642 118.09192:22786 118.1117:8564 118.91665:45542 118.92557:15049 118.99095:12542 119.03351:145056 119.04661:158538 119.05069:20043 119.05285:3328504 119.05531:47512 120.01089:18212 120.05375:374742 120.05602:25870 121.02805:413757 121.03927:13624 121.05695:11822 122.02097:11181 122.02353:50279 122.03135:17458 122.03466:168385 122.97455:15310 123.00754:10013 123.01848:37533 123.02054:53155"	"72.00732:9669835 74.02334:20483950 77.58742:120687 87.48496:129439 117.92796:221916 118.04961:5533382 139.50381:131118"
4829	"Itaconate"	1652	4.684418	5.122346	5.476281	129.0181	106932288	1670597888	"null"	"[M-H]-"	"M + 0"	""	"5.122"	"129.0181"	"C5H6O4"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	1093.555	"128.96959:10381 128.97098:13288 129.00086:14601 129.00433:9198 129.00815:6566 129.01128:19602 129.0125:31081 129.01562:203605 129.01807:31133272 129.02066:208031 129.02275:41015 129.02431:31037 129.02553:20444 129.02848:20304 129.03265:7911 129.03474:6489 129.03685:17552 129.0396:16664 129.05403:92401 129.06595:24061 129.09046:77396 129.52483:10552 130.01297:12300 130.02142:1813784 130.02405:17856 130.04951:163118 130.05781:7718 130.0859:123524 130.09387:8046 130.9297:30899 131.02224:196584 131.02478:18872 131.03342:81940 131.0448:22986 131.0698:24709 131.08099:7628 132.02922:41394 132.04013:87910 132.05528:11741 133.01282:19191 133.08597:15000 133.99057:62350"	"58.56002:36717 76.47545:36460 76.57832:35675 80.1774:36088 81.68632:33870 82.31529:32701 85.02783:6560415 86.0317:58455 101.97572:32446 102.1694:34274 106.86148:39857 108.82127:34678 117.34101:32885 128.87176:37593 129.01745:414916 129.05513:44284 129.09129:75525 147.18572:38445"
4953	"Glucose?"	1725	4.892281	5.356888	5.994815	179.0552	5006662	133235680	"null"	"[M-H]-"	"M + 0"	""	"5.373"	"179.05521"	"C6H12O6"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	149.9448	"178.97657:7944 179.03339:16950 179.05098:9278 179.05524:1356432 180.02934:4044 180.05844:51310 180.06567:211043 180.89886:4660 180.98803:9757 181.0016:3935 181.02442:4049 181.05012:4948 181.05936:5479 181.07098:49653 181.08594:7828 182.04465:5245 182.96307:196077 182.98738:162967 183.00336:3820 183.00571:3853 183.07618:5840 183.10154:34229 183.96641:4569 183.99067:4503"	"57.03309:4427 58.00419:9204 59.01238:464311 60.01525:5961 71.01214:389606 72.00728:4751 72.99155:12761 73.02823:7456 79.95586:5178 83.0125:4711 84.98915:37550 85.02782:28097 87.00725:20601 89.02311:310904 91.05384:5901 92.9947:6044 93.03299:4661 95.01224:20136 96.01552:3698 99.00724:7886 101.02317:80198 108.1866:3843 113.02335:69169 117.01735:3737 118.97961:5212 119.03374:35931 119.04858:7117 135.04425:19184 135.08093:3829 161.04399:15799 163.03937:23916 164.04744:4072 178.84127:24171 179.05606:30644 180.02966:5847 180.06619:51523"
5138	"trans-4-hydroxy-L-Proline"	1806	4.921989	5.593239	6.360815	130.0497	199682816	3893981184	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_5147"	"5.593"	"130.0497"	"C5H9NO3"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	5409.373	"129.8565:7307 129.88669:7731 129.96043:9409 130.00067:11750 130.00208:35165 130.00612:7407 130.00752:8276 130.01456:14100 130.01666:10449 130.02141:12218 130.02581:11262 130.02792:25496 130.03002:14559 130.03126:7773 130.03424:15446 130.03635:7333 130.03776:16874 130.0411:25802 130.04374:35862 130.04497:53683 130.04708:145750 130.04778:371667 130.04972:57200592 130.05236:483129 130.05376:94357 130.05517:57844 130.05728:29605 130.05939:16669 130.06256:19971 130.06783:10593 130.06889:11717 130.071:25739 130.07223:8479 130.07452:9608 130.0856:48889 130.08841:7108 130.08982:5673 130.09263:5676 130.09404:8557 130.09812:45545 130.10319:6252 130.24266:9610 130.92992:19047 130.95545:7751 130.991:9925 131.03365:45716 131.04505:18263 131.04666:122364 131.0495:7912 131.05305:3063266 131.05555:48066 131.07014:13317 132.02883:68314 132.04015:663679 132.05379:253203 132.05632:44527 132.89885:8785 132.9221:11347 132.92792:12443 133.013:40066 133.04357:14560 133.05737:21061 133.08579:15335 133.99034:89552 134.04595:91384 134.89312:90650 135.02853:41768 135.0299:27898 135.04387:136781"	"57.03309:213574 57.31028:94015 66.03306:796719 68.04886:1463871 69.03263:95986 71.01216:1647992 73.0277:1190626 82.02835:548429 84.04369:2296908 86.02349:587714 99.00723:152498 112.03954:1097802 128.03355:15393581 129.03704:127811 130.04956:39571340 130.08617:143071 131.05275:227897"
5198	"Adenosine 5-monophosphate"	1818	4.128147	5.627886	6.584372	346.0558	20728890	351749408	"null"	"[M-H]-"	"M + 0"	""	"5.628"	"346.05579"	"C10H14N5O7P"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	4113.632	"346.03213:5984 346.03823:7981 346.04434:40060 346.05579:6195973 346.06648:45251 347.0525:54632 347.05849:604278 348.05931:52265 349.01172:6559"	"78.94755:51512 78.95752:8685821 78.96685:41199 86.51357:39070 96.96841:2951069 134.04563:662138 138.97849:158335 150.97852:464174 192.98897:210515 210.99902:760893 345.96471:90505 346.05602:14761195 346.14179:79236 347.05989:21293"
5355	"L-Alanine"	1868	5.311047	5.783346	6.40757	88.03899	141616032	2552332288	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_5369; similar chromatogram in higher mz_5373"	"5.767"	"88.03899"	"C3H7NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"69.8"	2203.219	"87.93174:8520 88.00265:29137 88.00295:96076 88.01206:37592 88.02479:9684 88.02655:10788 88.0293:14064 88.03067:20149 88.03243:8146 88.03311:17703 88.03742:106879 88.03899:40281644 88.04036:216849 88.04232:35098 88.04359:21206 88.04438:7991 88.04516:23408 88.04702:10739 88.04761:12040 88.05104:23814 88.05349:9846 88.06544:16521 88.06623:14326 88.98675:38866 89.02298:953208 89.03621:48859 89.0423:1245096 89.0453:18288 90.00855:71669 90.0262:16255 90.04332:50521 90.04525:9060 91.00249:95133 91.02078:369123 91.03881:103581 92.02418:14888 92.9736:8144 92.99986:9725 93.01655:12152 93.03326:44332"	"88.03867:15710509 88.04963:82252"
5621	"L-Glutamate"	1936	5.356888	5.994815	6.645052	146.0448	158626160	2586343936	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_5631"	"6.01"	"146.0448"	"C5H9NO4"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	767.2426	"146.02388:53122 146.03497:21953 146.03665:20372 146.03916:44371 146.04479:44976184 146.04774:350051 146.05381:21783 146.05737:19204 146.06239:19718 146.10258:24874 147.01643:33043 147.02848:61512 147.04147:71077 147.04791:2179700 147.05089:36848 148.0422:27833 148.04882:244218 148.05117:27201 149.99326:60461 150.00066:17082 151.0253:44207"	"71.01325:66602 77.03933:71072 84.04434:137451 85.02782:190031 89.89474:77919 102.05485:20227360 103.05774:152201 118.69207:65375 124.43132:66997 128.03355:11556746 129.01897:74669 146.02393:289684 146.04403:7883798 162.3821:70242"
5631	"N-Acetyl-L-Glutamate"	1936	5.246062	5.994815	6.630411	188.0555	1084766592	21358426112	"null"	"[M-H]-"	"M + 0"	""	"5.995"	"188.0555"	"C7H11NO5"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	10226.63	"187.72199:27877 187.972:187491 188.00042:30311 188.00898:41737 188.01387:42150 188.01662:49210 188.02013:75205 188.02365:62054 188.02854:72534 188.03099:37168 188.03588:97830 188.03832:69494 188.04077:107296 188.04352:99274 188.0475:273176 188.05117:1646652 188.05545:286023872 188.06003:2138137 188.06493:153498 188.0689:154969 188.07227:84828 188.0741:92352 188.07624:57238 188.07869:86935 188.08125:72391 188.08358:36398 188.08592:62470 188.08973:60358 188.09346:133892 188.09581:23175 188.09979:51940 188.10438:40283 188.11784:38670 188.13803:53784 188.14048:112745 188.16802:30036 188.39102:36523 188.40206:33520 188.47567:30443 189.05285:416265 189.05869:24118094 189.06302:124908 190.0551:41363 190.05941:2657192 191.01838:39076 191.06283:157012"	"58.02814:6185901 59.01236:51979944 82.02842:815484 84.04433:2195998 98.02317:963761 100.03848:4309614 100.07549:24753020 102.05484:99383296 102.06856:631439 116.0342:598367 126.05461:12330646 128.01428:853842 128.03355:195627008 129.03703:1231712 144.06545:81743432 145.06955:738530 146.04409:20462556 170.04453:79059016 171.04803:848802 188.05574:122302672 188.09001:845722 189.05778:1461498"
5841	"L-Histidine"	1992	5.293581	6.183043	6.661713	154.0612	77135832	2378644992	"null"	"[M-H]-"	"M + 0"	""	"6.2"	"154.0612"	"C6H9N3O2"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	3455.75	"153.99114:7739 154.03329:10015 154.05143:8564 154.05415:15799 154.05687:43056 154.05777:102635 154.06118:19879568 154.06435:149977 154.06707:30068 154.0716:9312 154.08589:23292 154.12286:14120 155.00874:51954 155.03358:26333 155.05814:110945 155.06434:1324634 155.06708:14532 155.0699:25967 156.02879:9976 156.06507:55666 156.06785:23168 156.94467:9290 157.02405:129234 157.03539:15684 157.04938:63557 157.08574:53832 157.12219:253553 157.55302:8754 158.0447:36849 158.05978:35823 158.08075:11838 158.12554:15697 158.98966:99233 159.02858:21380 159.03999:6937"	"67.02846:295044 72.0073:627865 74.02331:53506 80.0366:242384 81.04444:526042 93.04408:4631110 95.02375:53308 108.05546:912076 109.03913:503956 110.0713:2123354 118.03978:289212 134.03419:71826 136.04963:1489474 137.03483:5471201 138.03694:65432 151.03678:41230 153.9898:45883 154.03512:116653 154.06057:22216524 154.08591:157942 155.06566:287381"
6002	"L-Cysteic acid"	2065	5.558846	6.40757	7.141851	167.9962	165732240	2541395200	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_6007"	"6.408"	"167.9962"	"C3H7NO5S"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	8483.146	"167.9033:5740 167.92497:30086 167.94793:5159 167.96471:15136 167.96832:13945 167.97013:12384 167.974:20071 167.97606:14442 167.98071:21828 167.98381:6170 167.98716:23458 167.99026:57468 167.9962:48163908 168.00007:269328 168.00446:30600 168.00653:14846 168.00834:13673 168.01066:5545 168.01298:17581 168.01763:21409 168.01996:10899 168.02874:7875 168.03984:7901 168.04371:7512 168.04888:14929 168.05715:13486 168.06645:24839 168.06851:6797 168.99331:83588 168.99565:242763 168.99955:1566223 169.04932:11943 169.06053:16096 169.08581:32964 169.09691:90798 169.99195:2091966 170.0003:351530 170.02718:5466 170.04453:22000 170.05557:6886 170.08055:18175 170.1008:8122 170.99551:36243 171.00526:24209 171.02865:6970 171.06508:71758 171.10157:129743 171.13786:121830 171.99674:11125 172.02402:15519 172.06122:6701 172.09681:14110 172.14126:6250 172.95718:33725"	"71.01211:7808816 71.37221:74531 79.95585:182746 80.96352:20047286 86.02335:6040572 122.9749:75091 139.54131:74325 149.98588:246821 150.96984:19845916 150.99453:123428 151.97072:101636 167.96679:369121 167.9957:58858680 168.02669:380589 169.00099:341649"
6235	"L-Asparagine"	2114	6.02735	6.568178	7.157146	131.045	156053920	2344672000	"null"	"[M-H]-"	"M + 0"	""	"6.568"	"131.045"	"C4H8N2O3"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	346.593	"130.93057:27008 130.99187:16921 131.02316:16121 131.03437:40802 131.03793:39164 131.04024:72277 131.04237:228812 131.04504:47797412 131.04771:252185 131.04913:100272 131.05073:45062 131.05287:62595 131.05429:18338 131.06496:23987 131.08133:15589 131.09361:33949 131.97919:37330 132.00724:37268 132.01389:20938 132.01893:42884 132.02181:73964 132.02396:126236 132.0263:604038 132.029:82892768 132.03152:488059 132.03296:169517 132.03458:88515 132.03745:38043 132.04123:172807 132.04555:23006 132.04765:1511272 132.05041:21033 132.05167:26910 132.05329:19830 132.05473:27278 132.06642:20685 132.07817:56657 133.02592:166135 133.03226:3701443 133.03482:70420 133.04893:216156 133.05138:23632 133.08577:19961 133.99036:17833 134.033:550086 134.04573:36780 135.02839:31212 135.02988:22872 135.03658:19982 135.04396:104863 135.94387:111784"	"58.02812:530644 70.02799:4371436 71.01217:774230 71.02344:1488519 72.00727:1711165 85.03898:114499 86.02337:123510 87.055:149810 88.03865:5215298 95.02371:3159602 96.00749:151531 111.01836:708524 113.03369:9102931 114.01809:14046899 115.00256:1469804 131.04424:3451593 132.02876:2379966 139.89065:71121"
6257	"N-Acetyl-L-Aspartate"	2120	6.058898	6.584372	7.085124	174.0396	489345536	8080777728	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_6268"	"6.584"	"174.0397"	"C6H9NO5"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	9262.917	"173.96399:28642 173.9659:26732 174.0059:47307 174.01488:39576 174.02359:21737 174.02794:34009 174.03557:598355 174.03965:131892056 174.04373:872904 174.04591:273655 174.05054:53611 174.05353:28323 174.05707:31615 174.06252:32235 174.07259:46713 174.07559:19931 174.10391:20921 174.11479:81611 174.33949:17568 174.95542:466992 175.03659:232420 175.04304:8729622 176.04375:972008 176.04631:78772 177.04704:46011 178.07097:32585"	"52.41387:190693 58.02807:9992923 59.01234:9657250 66.4323:239361 70.02787:850092 71.01208:2542523 76.15798:198316 88.03864:58274568 89.04226:272586 96.99196:1905936 97.93486:245103 104.06236:180588 109.45066:174019 112.03939:4193950 114.00654:295020 114.01805:18670108 115.00249:10879179 130.04953:25973940 130.54759:181935 132.02857:1093148 135.66808:188506 156.02899:5780658 174.04039:31422942"
6340	"Succinate"	2135	6.02735	6.630411	7.174467	117.018	137014032	2005939584	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_6394"	"6.63"	"117.018"	"C4H6O4"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	232.2781	"116.92734:79495 116.97648:27030 116.99973:27120 117.00528:25571 117.00904:20277 117.01384:54142 117.01564:110149 117.01804:41510328 117.01969:255537 117.02269:39304 117.0275:19857 117.05407:32779 117.05903:25798 118.02134:1469457 118.04966:536636 119.02211:161489 119.05299:28643 119.97426:18796 121.02819:308588"	"73.01936:133947 73.02762:16160947 74.03177:53062 74.58406:55802 94.32039:47230 99.00716:1974936 100.85681:43387 107.18704:45235 116.92721:371366 117.0185:4275538"
6344	"L-Aspartate"	2135	5.981011	6.630411	7.114262	132.029	372159872	5547026944	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_6283; found in higher mz's MsMs_6394"	"6.63"	"132.02901"	"C4H7NO4"	""	""	""	330	"True"	"True"	"True"	"100"	"97"	"97"	"100"	"98.7"	8181.433	"131.97003:20768 131.97919:67320 131.98063:27174 131.98728:23853 132.00706:65038 132.01012:28651 132.01174:24716 132.01385:56806 132.01606:23185 132.01839:32514 132.02037:31030 132.02217:49413 132.02397:135446 132.02613:314182 132.02901:113774136 132.03098:846324 132.03458:95079 132.03818:29536 132.04106:75129 132.0434:29567 132.04484:39239 132.04746:872028 132.05149:49026 132.05329:26121 132.07807:87214 132.09523:20509 132.12043:21259 133.02589:250238 133.03229:5064247 133.03482:86290 133.04864:114665 134.03303:778292 134.03525:33400 134.04554:67021 134.05218:25217 134.89306:24512 135.0284:24913 135.02989:35878 135.04384:78530 135.94373:154744 136.05012:27816 137.02312:52895"	"50.16685:55174 55.13584:61087 58.70012:54160 68.27455:73650 70.028:121352 71.01209:1659032 72.00737:290762 72.01597:62233 74.1358:55386 76.31394:54785 80.55051:60585 85.78698:55173 88.03865:14914148 89.04227:134591 114.0181:1056563 115.0025:4325344 115.02128:89827 132.02867:6828479"
6348	"L-Glutamine"	2135	6.233395	6.630411	7.190174	145.0606	26799692	394717184	"null"	"[M-H]-"	"M + 0"	""	"6.63"	"145.06059"	"C5H10N2O3"	""	""	""	330	"True"	"True"	"True"	"100"	"99.6"	"100"	"100"	"99.9"	241.7054	"144.97423:69694 144.99083:31384 145.01298:49557 145.04943:31149 145.06063:8229620 145.06289:49453 146.02325:45479 146.04455:107791 146.06383:310501 147.02872:93902 148.04226:58418 149.99315:80881"	"58.02808:51904 67.02846:23617 70.028:15893 72.00728:60220 72.0438:22501 74.0234:150164 82.0287:66706 84.04372:355144 86.02338:41202 97.03921:57109 98.02318:54195 99.05491:38318 101.05984:17576 101.07049:244535 107.02303:29691 109.03917:500185 125.03391:222405 127.04985:1643066 128.03358:750874 128.05277:15984 142.0369:25350 145.06127:1601674 145.08449:19595 146.02393:41714 146.06411:20870"
6559	"Gamma-aminobutyric acid"	2209	6.554336	6.860665	7.311333	102.0547	6423083	122957472	"null"	"[M-H]-"	"M + 0"	""	"6.861"	"102.0547"	"C4H9NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	141.5151	"101.98776:5296 102.01817:25783 102.02672:5431 102.0519:6262 102.05288:13670 102.05471:1941323 102.05642:11699 102.0629:5468 103.00247:86498 103.01378:19059 103.03872:110523 103.05795:40863 103.99779:25858 104.03388:770643 104.04219:5074 104.99875:38252 105.01789:32552 105.03735:12420 105.98822:8880 106.03973:99604 107.03534:12886 107.04307:4738 107.04898:5124"	"52.47403:3417 59.01192:9309 59.50214:3541 61.8208:2954 66.43179:4340 73.02776:30513 74.09707:3243 84.0438:21302 85.02783:3490 102.01871:4316 102.05487:314325"
6719	"Glycine"	2263	6.568178	7.023822	7.760847	74.02319	42690768	812281920	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_6754"	"7.024"	"74.02319"	"C2H5NO2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	373.9962	"74.00265:14534 74.02032:13938 74.02085:24705 74.02213:101852 74.02319:13413483 74.02432:64007 74.02522:18575 74.02583:11641 74.04403:10367 75.00711:530336 75.02017:16991 75.02641:79433 76.02721:10446 76.96829:140146 78.95593:19804 78.95728:119003 78.95762:267489 78.98413:23631"	"57.99173:150755 74.02331:9240482 74.03177:65449 79.74199:19641"
6754	"L-Serine"	2269	6.568178	7.041008	7.80615	104.0339	45411440	844569664	"null"	"[M-H]-"	"M + 0"	""	"7.041"	"104.0339"	"C3H7NO3"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	630.1204	"103.99729:20784 103.99968:11250 104.02911:12136 104.02999:15679 104.03213:97417 104.03389:14404452 104.03578:75582 104.03729:11082 104.03829:14860 104.04924:12629 104.99875:45712 105.01804:30037 105.0373:308134 106.03831:31321 106.03973:15150"	"64.35695:23640 72.00733:2100874 74.02334:4155644 104.03423:1766399 119.51692:26430"
6796	"sn-Glycerol 3-phosphate"	2274	6.599842	7.056104	8.431761	171.0053	338711488	4721842688	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_6776; found in higher mz's MsMs_6773; found in higher mz's MsMs_6746"	"7.056"	"171.00529"	"C3H9O6P"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	4723.382	"170.93256:74306 170.93959:14345 170.94171:12230 170.95231:11703 170.96424:12552 170.9661:11887 170.97034:14215 170.97352:44812 170.98342:33732 170.98545:25443 170.9873:27343 170.99048:51556 170.99393:14907 170.99711:47194 171.00029:227002 171.00531:109585248 171.00931:654810 171.01143:114540 171.01567:49829 171.01806:18058 171.0223:40463 171.02442:35981 171.02642:37714 171.03095:33269 171.03636:14723 171.03848:41232 171.0414:12932 171.04564:14175 171.06421:43356 171.07721:33301 171.07907:31106 171.09552:13294 171.13745:67424 171.29736:10572 172.00851:3659830 172.02404:24355 172.06016:13657 172.09656:23822 172.8992:8798 172.95663:22650 173.00946:1221388 173.04416:204568 173.08049:32218 174.01299:18212 174.03961:1100424 174.0481:12269 174.07642:13533 174.89736:19385 174.95546:692523 175.02358:16141 175.04323:56582"	"57.57084:197301 66.43229:228143 78.94824:1086058 78.95755:180664560 78.96687:862799 80.03593:231863 96.96849:12538272 100.34666:196678 152.99434:1254705 171.00558:64710600 171.0353:391189 171.10109:234475 171.13719:314364 172.00906:274095"
6927	"2-Oxoglutarate/a-Ketoglutaric acid"	2311	6.584372	7.174467	7.760847	145.013	95489968	1279996928	"null"	"[M-H]-"	"M + 0"	""	"7.174"	"145.013"	"C5H6O5"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	766.6496	"144.95524:7631 144.9569:15048 144.9749:74526 144.98774:10165 144.99084:17943 144.99498:6612 144.99643:9736 145.00016:11066 145.00264:7032 145.00678:17782 145.00906:61766 145.013:30920356 145.0161:254923 145.02024:22061 145.0306:13586 145.03308:5837 145.03909:12360 145.04879:35150 145.06007:22465 145.07011:21729 145.12176:6840 146.01637:1849097 146.02302:62481 146.04458:90427 146.05236:6472 147.01729:189760 147.01983:17438 147.02871:2904908 147.03167:23001 147.06465:6757 148.00634:5946 148.02086:12706 148.03185:82327 148.0388:9320 148.04224:38243 149.02268:24492 149.04423:9694 149.99315:80939 150.00068:8556"	"57.03315:478479 57.15176:40644 58.39586:44961 61.42939:44472 73.02772:275982 86.39084:47707 101.02321:3415387 102.02653:56996 118.26394:46498 145.01309:392157 145.0961:53657 146.02394:68641 155.66734:43778"
7220	"L-Carnosine"	2480	6.73407	7.711228	8.590922	225.0987	9825452	125359152	"null"	"[M-H]-"	"M + 0"	""	"7.711"	"225.09869"	"C9H14N4O3"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	1446.56	"225.09275:22128 225.09874:3770306 225.10436:25532 226.09528:31447 226.10188:265803 226.99548:17833 227.06727:7913 227.10257:10932 227.10582:8073 227.2006:21761 228.01417:44275 228.98981:18867 230.02291:19751"	"56.27429:6421 58.02807:4876 67.0285:31525 81.04444:9385 86.02336:9698 87.05499:11528 88.0387:203226 93.0441:23961 108.05542:5732 110.07131:786936 113.07014:8573 115.04947:17286 127.04983:54851 134.07099:6882 137.03462:29020 139.05009:4832 143.76576:4249 146.07079:6412 152.08096:11163 154.03511:9738 154.06056:1734881 154.08772:12404 155.0648:9120 161.08297:60954 163.09699:219037 164.08125:20968 178.08423:8998 181.10903:188466 207.08636:50239 208.07063:7345 225.09726:2312018 225.14516:19813 225.18362:7410 226.10034:28541"
