																															Class	std	std	std	std
7609	2.261	203.08192	L-Tryptophan	[M-H]-		1	False	2.434	203.08189	C11H12N2O2				330	True	True	True		False	True	null	null	null	99.7	null	null	null	1886.6	std_e1	203.08192:89930840 204.08527:12054387 205.08863:726520		3785	2084	872	542
7610	9.174	203.10263	Unknown	[M-H]-	similar chromatogram in higher mz_11511	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.61	std_e1	203.10263:109058 204.10598:6770 205.10934:5980		12695	-2	-2	-2
7611	2.273	203.17566	Unknown	[M-H]-	similar chromatogram in higher mz_8172	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	96.23	std_e1	203.17566:21430 204.17901:0 205.18237:0		3768	2098	-2	-2
7612	6.572	203.17598	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.33	std_e1	203.17598:1472 204.17933:0 205.18269:0		10780	-2	-2	-2
7613	0.995	203.24606	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	204.37	std_e1	203.24606:15138 204.24941:0 205.25277:0		539	355	-2	-2
7614	5.849	203.35052	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.35	std_e1	203.35052:1691 204.35387:0 205.35723:0		10886	3552	-2	-2
7615	9.778	203.35501	Unknown	[M-H]-	similar chromatogram in higher mz_9722	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.09	std_e1	203.35501:1604 204.35836:0 205.36172:0		12854	-2	-2	-2
7616	0.989	203.37392	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.26	std_e1	203.37392:14685 204.37727:0 205.38063:0		485	-2	-2	-2
7617	0.98	203.51427	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.95	std_e1	203.51427:12345 204.51762:0 205.52098:0		443	-2	-2	-2
7618	2.193	203.55768	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	73.37	std_e1	203.55768:3669 204.56103:0 205.56439:0		3572	-2	-2	-2
7619	7.594	203.61349	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.97	std_e1	203.61349:1299 204.61684:0 205.6202:0		11853	-2	-2	-2
7620	7.75	203.6476	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.06	std_e1	203.6476:1953 204.65095:0 205.65431:0		11969	-2	-2	-2
7621	0.989	203.68651	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	352.27	std_e1	203.68651:17614 204.68986:0 205.69322:0		486	-2	-2	-2
7622	2.476	203.75342	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.57	std_e1	203.75342:2744 204.75677:0 205.76013:0		4189	-2	-2	-2
7623	6.178	203.91245	Unknown	[M-H]-	similar chromatogram in higher mz_12765	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.55	std_e3	203.91245:24860 204.9158:37631 205.91916:0		10399	3997	1528	1017
7624	0.998	203.91835	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.6	std_e1	203.91835:14497 204.9217:0 205.92506:0		540	-2	-2	-2
7625	8.704	203.94186	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.47	std_e1	203.94186:10018 204.94521:0 205.94857:0		11222	-2	-2	1420
7626	6.62	203.95943	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.89	std_e1	203.95943:21400 204.96278:0 205.96614:0		10872	-2	-2	-2
7627	14.74	203.98608	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.49	std_e1	203.98608:107648 204.98943:0 205.99279:0		14090	-2	-2	-2
7628	3.816	203.99635	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	138.87	std_e1	203.99635:6982920 204.9997:358331 206.00306:409900		6667	2843	1082	-2
7629	7.204	203.9964	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.33	std_e1	203.9964:130623 204.99975:0 206.00311:21012		11319	4201	-2	-2
7630	10.531	204.01402	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.83	std_e1	204.01402:37094 205.01737:0 206.02073:11150		13370	-2	-2	-2
7631	10.951	204.01416	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.83	std_e4	204.01416:60128 205.01751:0 206.02087:0		13507	4938	2061	1463
7632	3.32	204.03008	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.41	std_e1	204.03008:537306 205.03343:0 206.03679:0		5941	2448	-2	-2
7633	10.482	204.03259	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.24	std_e1	204.03259:85954 205.03594:324729 206.0393:56309		13335	-2	-2	-2
7634	9.912	204.03299	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	237.55	std_e1	204.03299:11305718 205.03634:706488 206.0397:513225		12915	4784	1972	-2
7635	7.993	204.05025	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.72	std_e1	204.05025:97652 205.0536:0 206.05696:10656		12084	-2	-2	-2
7636	6.148	204.05054	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.14	std_e1	204.05054:141944 205.05389:15652 206.05725:0		10320	-2	-2	-2
7637	5.782	204.05066	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.35	std_e1	204.05066:104874 205.05401:10843 206.05737:24405		9908	-2	-2	-2
7638	1.731	204.0631	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.78	std_e1	204.0631:231147 205.06645:393094 206.06981:1234217		2562	-2	-2	-2
7639	1.3	204.08684	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	60.01	std_e1	204.08684:698851 205.09019:50861 206.09355:3166109		1560	882	-2	-2
7640	11.079	204.09491	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.74	std_e1	204.09491:7069 205.09826:17538 206.10162:25572		13581	-2	-2	-2
7641	0.99	204.11597	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.32	std_e1	204.11597:90493 205.11932:0 206.12268:4520211		487	357	-2	-2
7642	1.611	204.20938	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	63.81	std_e1	204.20938:4420 205.21273:0 206.21609:0		3697	274	-2	-2
7643	1.948	204.22215	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	86.59	std_e1	204.22215:4329 205.2255:0 206.22886:0		3079	-2	-2	-2
7644	5.252	204.33777	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.63	std_e1	204.33777:5145 205.34112:0 206.34448:0		8919	-2	-2	-2
7645	0.98	204.36235	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.32	std_e1	204.36235:16889 205.3657:0 206.36906:0		444	-2	-2	-2
7646	2.562	204.42613	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.49	std_e1	204.42613:2027 205.42948:0 206.43284:0		4354	-2	-2	-2
7647	1.149	204.46625	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.27	std_e1	204.46625:3555 205.4696:0 206.47296:0		1018	-2	-2	-2
7648	11.165	204.50366	Unknown	[M-H]-	similar chromatogram in higher mz_9467	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.98	std_e1	204.50366:50541 205.50701:8687 206.51037:0		13591	4960	-2	-2
7649	5.148	204.5166	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.18	std_e1	204.5166:4065 205.51995:0 206.52331:0		8712	-2	-2	-2
7650	1.159	204.56332	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.81	std_e1	204.56332:10516 205.56667:0 206.57003:0		1057	-2	-2	-2
7651	6.17	204.6044	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.21	std_e2	204.6044:1401 205.60775:0 206.61111:0		11313	3583	-2	-2
7652	5.421	204.77553	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	107.1	std_e1	204.77553:5355 205.77888:0 206.78224:0		9311	-2	-2	-2
7653	2.212	204.78632	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	67.73	std_e1	204.78632:3387 205.78967:0 206.79303:0		3630	-2	-2	-2
7654	7.214	204.84125	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.77	std_e1	204.84125:1438 205.8446:0 206.84796:0		11320	-2	-2	-2
7655	14.762	204.91197	Unknown	[M-H]-	similar chromatogram in higher mz_12647	0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.73	std_e1	204.91197:406774 205.91532:0 206.91868:0		14123	5241	2401	-2
7656	0.742	204.9122	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.51	std_e1	204.9122:55828 205.91555:0 206.91891:0		17	31	-2	-2
7657	2.495	204.96678	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.51	std_e1	204.96678:16460 205.97013:0 206.97349:0		4209	-2	-2	-2
7658	14.74	205.0063	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.39	std_e1	205.0063:239430 206.00965:0 207.01301:0		14091	-2	-2	-2
7659	7.117	205.03415	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.04	std_e1	205.03415:148951 206.0375:4930 207.04086:14384		11234	-2	-2	-2
7660	13.769	205.03445	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.76	std_e1	205.03445:145194 206.0378:17917 207.04116:17775		13757	5283	-2	-2
7661	10.472	205.03448	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.16	std_e1	205.03448:235548 206.03783:40631 207.04119:53331		13327	-2	-2	-2
7662	11.293	205.03453	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.04	std_e1	205.03453:175764 206.03788:26278 207.04124:40374		13529	4983	-2	1515
7663	8.906	205.03455	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.99	std_e1	205.03455:306137 206.0379:35593 207.04126:50334		12605	-2	-2	-2
7664	5.476	205.03459	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	64.02	std_e1	205.03459:2077573 206.03794:173388 207.0413:98461		9512	3809	-2	-2
7665	8.565	205.03468	Unknown	[M-H]-	similar chromatogram in higher mz_8366	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	52.61	std_e1	205.03468:2277533 206.03803:206775 207.04139:59847		12416	4578	-2	-2
7666	1.581	205.07074	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.99	std_e1	205.07074:147794 206.07409:1626920 207.07745:2815862		2113	-2	-2	-2
7667	2.028	205.15884	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.98	std_e4	205.15884:434235 206.16219:54863 207.16555:0		2732	1539	-2	559
7668	2.127	205.15889	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.39	std_e2	205.15889:459562 206.16224:44010 207.1656:0		2733	2162	-2	-2
7669	3.191	205.15892	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	53.9	std_e1	205.15892:563931 206.16227:115211 207.16563:0		5369	-2	-2	-2
7670	1.006	205.15929	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.5	std_e3	205.15929:955578 206.16264:139071 207.166:7668		641	384	292	272
7671	0.397	205.15929	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.95	std_e1	205.15929:414981 206.16264:57125 207.166:0		8	-2	8	-2
7672	0.824	205.1705	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.34	std_e1	205.1705:3551 206.17385:66409 207.17721:0		43	-2	-2	41
7673	6.677	205.29668	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36.35	std_e1	205.29668:1818 206.30003:0 207.30339:0		10979	-2	-2	-2
7674	5.919	205.36087	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.8	std_e1	205.36087:1490 206.36422:0 207.36758:0		10001	-2	-2	-2
7675	1.327	205.36366	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	88.81	std_e1	205.36366:4441 206.36701:0 207.37037:0		1527	-2	-2	-2
7676	2.165	205.40694	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.21	std_e1	205.40694:3061 206.41029:0 207.41365:0		3511	-2	-2	-2
7677	1.684	205.44044	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.69	std_e1	205.44044:6283 206.44379:0 207.44715:0		2429	-2	-2	-2
7678	5.205	205.4502	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.32	std_e1	205.4502:3670 206.45355:0 207.45691:0		8813	-2	-2	-2
7679	2.985	205.54033	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.37	std_e1	205.54033:3131 206.54368:0 207.54704:0		8331	431	-2	-2
7680	3.86	205.55956	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.62	std_e1	205.55956:3216 206.56291:0 207.56627:0		5553	3201	-2	-2
7681	0.942	205.60141	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.79	std_e1	205.60141:3692 206.60476:0 207.60812:0		299	-2	-2	-2
7682	2.619	205.63049	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.34	std_e1	205.63049:2117 206.63384:0 207.6372:0		4531	-2	-2	-2
7683	7.974	205.65079	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.01	std_e1	205.65079:1101 206.65414:0 207.6575:0		12076	-2	-2	-2
7684	0.998	205.69905	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	675.24	std_e1	205.69905:33762 206.7024:0 207.70576:0		542	-2	-2	-2
7685	2.476	205.7162	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.94	std_e1	205.7162:2447 206.71955:0 207.72291:0		4190	-2	-2	-2
7686	4.478	205.72597	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	67.07	std_e1	205.72597:3353 206.72932:0 207.73268:0		7560	-2	-2	-2
7687	5.13	205.74733	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	82.74	std_e1	205.74733:4137 206.75068:0 207.75404:0		8678	-2	-2	-2
7688	0.976	205.7536	Unknown	[M-2H]2-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	53.78	std_e1	205.7536:116083 206.75695:0 207.76031:0		445	275	-2	-2
7689	5.101	205.80298	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	77.63	std_e1	205.80298:3881 206.80633:0 207.80969:0		8630	-2	-2	-2
7690	5.214	205.83832	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.98	std_e1	205.83832:3949 206.84167:0 207.84503:0		8832	-2	-2	-2
7691	1.161	205.86613	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	51.24	std_e4	205.86613:10414 206.86948:0 207.87284:0		1607	-2	357	303
7692	6.505	205.87509	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.13	std_e1	205.87509:1407 206.87844:0 207.8818:0		10688	-2	-2	-2
7693	5.261	205.88948	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.11	std_e1	205.88948:4529 206.89283:0 207.89619:0		8945	-2	-2	-2
7694	2.184	205.89124	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.05	std_e1	205.89124:3007 206.89459:0 207.89795:0		3549	-2	-2	-2
7695	0.986	205.90242	Unknown	[M-2H]2-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.55	std_e1	205.90242:51391 206.90577:0 207.90913:0		488	309	-2	-2
7696	2.609	205.92029	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.07	std_e1	205.92029:2274 206.92364:0 207.927:0		4501	-2	-2	-2
7697	14.702	205.94165	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.5	std_e1	205.94165:3335 206.945:4554208 207.94836:115460		13963	-2	-2	-2
7698	4.83	205.95195	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.3	std_e1	205.95195:238380 206.9553:0 207.95866:0		8396	3395	1291	-2
7699	8.48	205.98268	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	248.47	std_e1	205.98268:4460564 206.98603:108230 207.98939:39365		12335	4556	1801	-2
7700	0.985	205.98611	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	83.29	std_e1	205.98611:941596 206.98946:0 207.99282:0		489	310	275	-2
7701	3.887	205.99191	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	93.26	std_e1	205.99191:223440 206.99526:0 207.99862:0		6669	2852	-2	-2
7702	3.412	206.0016	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.69	std_e1	206.0016:18184 207.00495:0 208.00831:0		3383	2041	1503	-2
7703	7.639	206.01192	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.29	std_e1	206.01192:121540 207.01527:237986 208.01863:0		10781	-2	1728	1232
7704	9.896	206.0284	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.83	std_e1	206.0284:364943 207.03175:44622 208.03511:23713		12917	-2	-2	-2
7705	2.6	206.04848	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.65	std_e1	206.04848:166836 207.05183:24647 208.05519:213849		4469	-2	-2	-2
7706	1.189	206.04858	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	610.14	std_e1	206.04858:11053828 207.05193:1065908 208.05529:10472907		1172	676	484	-2
7707	3.647	206.06595	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.68	std_e1	206.06595:294383 207.0693:0 208.07266:0		6084	-2	-2	-2
7708	2.326	206.0815	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	108.97	std_e1	206.0815:2363200 207.08485:903512 208.08821:116668		4470	1792	-2	-2
7709	0.985	206.08156	N-Acetyl-L-Phenylalanine	[M-H]-		1	False	1.035	206.0815	C11H13NO3				330	True	True	True		False	True	null	null	null	100	null	null	null	53489.59	std_e1	206.08156:1956765952 207.08491:429788992 208.08827:29000304		490	311	276	265
7710	0.986	206.17876	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	143.26	std_e1	206.17876:936197 207.18211:0 208.18547:0		491	312	-2	-2
7711	2.344	206.22968	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.4	std_e1	206.22968:3436 207.23303:0 208.23639:0		3913	-2	-2	-2
7712	6.591	206.35049	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.1	std_e1	206.35049:1505 207.35384:0 208.3572:0		10814	-2	-2	-2
7713	5.336	206.4254	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.11	std_e1	206.4254:4749 207.42875:0 208.43211:0		9148	-2	-2	-2
7714	2.09	206.46548	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.5	std_e1	206.46548:4362 207.46883:0 208.47219:0		3334	-2	-2	-2
7715	0.989	206.46654	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.7	std_e1	206.46654:20888 207.46989:0 208.47325:0		493	-2	-2	-2
7716	4.469	206.54396	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.52	std_e1	206.54396:3890 207.54731:0 208.55067:0		8281	2949	-2	-2
7717	5.835	206.64253	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.38	std_e2	206.64253:1383 207.64588:0 208.64924:0		10654	3641	-2	-2
7718	2.742	206.71265	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.02	std_e1	206.71265:2851 207.716:0 208.71936:0		4782	-2	-2	-2
7719	7.711	206.73276	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.14	std_e1	206.73276:1057 207.73611:0 208.73947:0		11936	-2	-2	-2
7720	2.41	206.75386	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.69	std_e1	206.75386:3085 207.75721:0 208.76057:0		4068	-2	-2	-2
7721	2.24	206.92636	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.34	std_e1	206.92636:4520 207.92971:0 208.93307:3385712		3680	-2	-2	-2
7722	14.739	206.9493	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	223.61	std_e1	206.9493:4747537 207.95265:71959 208.95601:59770		14038	5223	-2	-2
7723	8.271	206.96646	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.61	std_e1	206.96646:33293 207.96981:0 208.97317:47794		12177	-2	-2	-2
7724	9.015	206.96681	Unknown	[M-H]-	similar chromatogram in higher mz_11472	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.44	std_e1	206.96681:56333 207.97016:0 208.97352:27718		12659	-2	-2	-2
7725	10.623	206.99626	Unknown	[M-H]-	similar chromatogram in higher mz_9848	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	73.17	std_e1	206.99626:2071682 207.99961:240035 209.00297:447821		13429	4912	-2	-2
7726	6.486	207.01378	Unknown	[M-H]-	similar chromatogram in higher mz_12699	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.3	std_e1	207.01378:498198 208.01713:37653 209.02049:21121		10666	-2	-2	-2
7727	14.964	207.01382	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.72	std_e2	207.01382:173501 208.01717:12059 209.02053:84670		13874	5348	2363	1893
7728	1.562	207.08665	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	87.3	std_e1	207.08665:2338035 208.09:317869 209.09336:0		2068	1414	-2	-2
7729	1.391	207.08667	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	350.66	std_e1	207.08667:10729945 208.09002:1872897 209.09338:321244		1728	1100	-2	-2
7730	5.831	207.10222	Unknown	[M-H]-	similar chromatogram in higher mz_12596	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.77	std_e1	207.10222:6327 208.10557:21787 209.10893:18061		9957	-2	-2	-2
7731	4.251	207.10223	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.02	std_e1	207.10223:6183 208.10558:0 209.10894:0		7156	-2	-2	-2
